dataset,method,replication,precision,recall,f1,specificity,n_selected,n_true,runtime
LLD,MI,42,0.6,0.75,0.6666666666666665,0.875,5,4,0.09805999998934567
LLD,CMI,42,0.6,0.75,0.6666666666666665,0.875,5,4,0.08599469999899156
LLD,LASSO,42,0.23529411764705882,1.0,0.38095238095238093,0.1875,17,4,0.36937259999103844
LLD,Boruta,42,1.0,1.0,1.0,1.0,4,4,17.983314699988114
LLD,RF,42,1.0,0.5,0.6666666666666666,1.0,2,4,1.1973487999930512
LLD,QMI-CFS,43,0.5,1.0,0.6666666666666666,0.75,8,4,0.7664360000053421
LLD,QMI-CFS-Classic,43,0.4444444444444444,1.0,0.6153846153846153,0.6875,9,4,0.3939422000257764
LLD,MI,43,0.6,0.75,0.6666666666666665,0.875,5,4,0.10716870002215728
LLD,CMI,43,0.6,0.75,0.6666666666666665,0.875,5,4,0.08216160000301898
LLD,LASSO,43,0.2,1.0,0.33333333333333337,0.0,20,4,0.3772189999872353
LLD,Boruta,43,1.0,1.0,1.0,1.0,4,4,16.887756999989506
LLD,RF,43,1.0,0.5,0.6666666666666666,1.0,2,4,1.290653400006704
LLD,QMI-CFS,44,0.4444444444444444,1.0,0.6153846153846153,0.6875,9,4,0.770485799992457
LLD,QMI-CFS-Classic,44,0.4,1.0,0.5714285714285715,0.625,10,4,0.3909157000016421
LLD,MI,44,0.4,0.5,0.4444444444444445,0.8125,5,4,0.09905869999784045
LLD,CMI,44,0.4,0.5,0.4444444444444445,0.8125,5,4,0.061013200000161305
LLD,LASSO,44,0.25,1.0,0.4,0.25,16,4,0.3758762000070419
LLD,Boruta,44,0.8,1.0,0.888888888888889,0.9375,5,4,14.30923330000951
LLD,RF,44,1.0,0.5,0.6666666666666666,1.0,2,4,1.1891153000178747
LLD,QMI-CFS,45,0.5,1.0,0.6666666666666666,0.75,8,4,0.7616991999966558
LLD,QMI-CFS-Classic,45,0.4444444444444444,1.0,0.6153846153846153,0.6875,9,4,0.3795934999943711
LLD,MI,45,0.6,0.75,0.6666666666666665,0.875,5,4,0.10483450000174344
LLD,CMI,45,0.6,0.75,0.6666666666666665,0.875,5,4,0.06085099998745136
LLD,LASSO,45,0.25,1.0,0.4,0.25,16,4,0.39850969999679364
LLD,Boruta,45,1.0,1.0,1.0,1.0,4,4,27.66046240000287
LLD,RF,45,1.0,0.5,0.6666666666666666,1.0,2,4,1.1818547000002582
LLD,QMI-CFS,46,0.5714285714285714,1.0,0.7272727272727273,0.8125,7,4,0.7582073000085074
LLD,QMI-CFS-Classic,46,0.5714285714285714,1.0,0.7272727272727273,0.8125,7,4,0.39393660001223907
LLD,MI,46,0.4,0.5,0.4444444444444445,0.8125,5,4,0.1013292999996338
LLD,CMI,46,0.6,0.75,0.6666666666666665,0.875,5,4,0.06850380002288148
LLD,LASSO,46,0.2,1.0,0.33333333333333337,0.0,20,4,0.3811668000125792
LLD,Boruta,46,1.0,1.0,1.0,1.0,4,4,29.342486799985636
LLD,RF,46,1.0,0.5,0.6666666666666666,1.0,2,4,2.7344424999901094
LLD,QMI-CFS,47,0.4444444444444444,1.0,0.6153846153846153,0.6875,9,4,1.7733793000224978
LLD,QMI-CFS-Classic,47,0.4444444444444444,1.0,0.6153846153846153,0.6875,9,4,0.8789515999960713
LLD,MI,47,0.6,0.75,0.6666666666666665,0.875,5,4,0.21649710001656786
LLD,CMI,47,0.6,0.75,0.6666666666666665,0.875,5,4,0.15177460000268184
LLD,LASSO,47,0.25,1.0,0.4,0.25,16,4,1.088241100020241
LLD,Boruta,47,1.0,1.0,1.0,1.0,4,4,42.256910099997185
LLD,RF,47,1.0,0.5,0.6666666666666666,1.0,2,4,1.3303146999969613
LLD,QMI-CFS,48,0.4444444444444444,1.0,0.6153846153846153,0.6875,9,4,0.7718847000214737
LLD,QMI-CFS-Classic,48,0.5,1.0,0.6666666666666666,0.75,8,4,0.4178269999974873
LLD,MI,48,0.6,0.75,0.6666666666666665,0.875,5,4,0.09487140001147054
LLD,CMI,48,0.6,0.75,0.6666666666666665,0.875,5,4,0.07726050002384
LLD,LASSO,48,0.21052631578947367,1.0,0.34782608695652173,0.0625,19,4,0.4199789999984205
LLD,Boruta,48,1.0,0.75,0.8571428571428571,1.0,3,4,27.735075000004144
LLD,RF,48,1.0,0.5,0.6666666666666666,1.0,2,4,1.2284193999948911
LLD,QMI-CFS,49,0.5714285714285714,1.0,0.7272727272727273,0.8125,7,4,0.7543192000011913
LLD,QMI-CFS-Classic,49,0.5714285714285714,1.0,0.7272727272727273,0.8125,7,4,0.383024300012039
LLD,MI,49,0.2,0.25,0.22222222222222224,0.75,5,4,0.09519810002529994
LLD,CMI,49,0.8,1.0,0.888888888888889,0.9375,5,4,0.06092350001563318
LLD,LASSO,49,0.2,1.0,0.33333333333333337,0.0,20,4,0.3829901000135578
LLD,Boruta,49,1.0,1.0,1.0,1.0,4,4,25.862492100015515
LLD,RF,49,1.0,0.5,0.6666666666666666,1.0,2,4,1.1834056000225246
NLC,QMI-CFS,0,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,0.7837394999805838
NLC,QMI-CFS-Classic,0,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,0.39162670000223443
NLC,MI,0,0.4,0.5,0.4444444444444445,0.8125,5,4,0.09487469997839071
NLC,CMI,0,0.4,0.5,0.4444444444444445,0.8125,5,4,0.05889690000913106
NLC,LASSO,0,0.2222222222222222,1.0,0.3636363636363636,0.125,18,4,0.37271399999735877
NLC,Boruta,0,0.6666666666666666,0.5,0.5714285714285715,0.9375,3,4,25.333704699994996
NLC,RF,0,1.0,0.5,0.6666666666666666,1.0,2,4,1.2133821999887004
NLC,QMI-CFS,1,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.7741010999889113
NLC,QMI-CFS-Classic,1,0.375,0.75,0.5,0.6875,8,4,0.39072239998495206
NLC,MI,1,0.6,0.75,0.6666666666666665,0.875,5,4,0.10960300001897849
NLC,CMI,1,0.6,0.75,0.6666666666666665,0.875,5,4,0.0874527000123635
NLC,LASSO,1,0.21052631578947367,1.0,0.34782608695652173,0.0625,19,4,0.3735345999884885
NLC,Boruta,1,0.6666666666666666,0.5,0.5714285714285715,0.9375,3,4,22.17260580000584
NLC,RF,1,0.5,0.25,0.3333333333333333,0.9375,2,4,1.2570114000118338
NLC,QMI-CFS,2,0.2222222222222222,0.5,0.30769230769230765,0.5625,9,4,0.7746114000037778
NLC,QMI-CFS-Classic,2,0.2222222222222222,0.5,0.30769230769230765,0.5625,9,4,0.392965799983358
NLC,MI,2,0.0,0.0,0.0,0.6875,5,4,0.09717779999482445
NLC,CMI,2,0.6,0.75,0.6666666666666665,0.875,5,4,0.058564000006299466
NLC,LASSO,2,0.18181818181818182,0.5,0.26666666666666666,0.4375,11,4,0.37562720000278205
NLC,Boruta,2,1.0,0.5,0.6666666666666666,1.0,2,4,15.441879499994684
NLC,RF,2,0.5,0.25,0.3333333333333333,0.9375,2,4,1.1925608000019565
NLC,QMI-CFS,3,0.3333333333333333,0.75,0.46153846153846156,0.625,9,4,0.788413500005845
NLC,QMI-CFS-Classic,3,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.4055417000199668
NLC,MI,3,0.2,0.25,0.22222222222222224,0.75,5,4,0.11470470001222566
NLC,CMI,3,0.4,0.5,0.4444444444444445,0.8125,5,4,0.06801780001842417
NLC,LASSO,3,0.17647058823529413,0.75,0.2857142857142857,0.125,17,4,0.3824220999958925
NLC,Boruta,3,1.0,0.5,0.6666666666666666,1.0,2,4,14.038974600000074
NLC,RF,3,1.0,0.5,0.6666666666666666,1.0,2,4,1.1978183999890462
NLC,QMI-CFS,4,0.25,0.5,0.3333333333333333,0.625,8,4,0.7637373000034131
NLC,QMI-CFS-Classic,4,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.39694589999271557
NLC,MI,4,0.2,0.25,0.22222222222222224,0.75,5,4,0.1043645000027027
NLC,CMI,4,0.4,0.5,0.4444444444444445,0.8125,5,4,0.06934769998770207
NLC,LASSO,4,0.21052631578947367,1.0,0.34782608695652173,0.0625,19,4,0.4069646999996621
NLC,Boruta,4,0.6666666666666666,0.5,0.5714285714285715,0.9375,3,4,15.779188299988164
NLC,RF,4,1.0,0.5,0.6666666666666666,1.0,2,4,1.2655663999903481
NLC,QMI-CFS,5,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.7703239999827929
NLC,QMI-CFS-Classic,5,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.40609910001512617
NLC,MI,5,0.4,0.5,0.4444444444444445,0.8125,5,4,0.10531740001169965
NLC,CMI,5,0.4,0.5,0.4444444444444445,0.8125,5,4,0.08025269999052398
NLC,LASSO,5,0.26666666666666666,1.0,0.4210526315789474,0.3125,15,4,0.3882646999845747
NLC,Boruta,5,0.6666666666666666,0.5,0.5714285714285715,0.9375,3,4,17.766288799990434
NLC,RF,5,1.0,0.5,0.6666666666666666,1.0,2,4,1.208130999992136
NLC,QMI-CFS,6,0.25,0.5,0.3333333333333333,0.625,8,4,0.7641514999850187
NLC,QMI-CFS-Classic,6,0.25,0.5,0.3333333333333333,0.625,8,4,0.39769199999864213
NLC,MI,6,0.2,0.25,0.22222222222222224,0.75,5,4,0.11310069999308325
NLC,CMI,6,0.4,0.5,0.4444444444444445,0.8125,5,4,0.10037430000375025
NLC,LASSO,6,0.21428571428571427,0.75,0.3333333333333333,0.3125,14,4,0.37711030000355095
NLC,Boruta,6,0.6666666666666666,0.5,0.5714285714285715,0.9375,3,4,16.324819600005867
NLC,RF,6,1.0,0.5,0.6666666666666666,1.0,2,4,1.2779962999920826
NLC,QMI-CFS,7,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.7706290000060108
NLC,QMI-CFS-Classic,7,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.39339399998425506
NLC,MI,7,0.0,0.0,0.0,0.6875,5,4,0.11573620000854135
NLC,CMI,7,0.6,0.75,0.6666666666666665,0.875,5,4,0.08194539998658001
NLC,LASSO,7,0.21052631578947367,1.0,0.34782608695652173,0.0625,19,4,0.39302230000612326
NLC,Boruta,7,0.5,0.25,0.3333333333333333,0.9375,2,4,26.69023649999872
NLC,RF,7,0.5,0.25,0.3333333333333333,0.9375,2,4,1.2321599000133574
NLC,QMI-CFS,8,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.7584350000252016
NLC,QMI-CFS-Classic,8,0.3333333333333333,0.5,0.4,0.75,6,4,0.3880868999985978
NLC,MI,8,0.6,0.75,0.6666666666666665,0.875,5,4,0.09889829999883659
NLC,CMI,8,0.4,0.5,0.4444444444444445,0.8125,5,4,0.06263460000627674
NLC,LASSO,8,0.21428571428571427,0.75,0.3333333333333333,0.3125,14,4,0.37953630002448335
NLC,Boruta,8,1.0,0.5,0.6666666666666666,1.0,2,4,25.278217300015967
NLC,RF,8,1.0,0.5,0.6666666666666666,1.0,2,4,1.2883440000005066
NLC,QMI-CFS,9,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.7628923000011127
NLC,QMI-CFS-Classic,9,0.3333333333333333,0.5,0.4,0.75,6,4,0.404261999996379
NLC,MI,9,0.2,0.25,0.22222222222222224,0.75,5,4,0.10418950000894256
NLC,CMI,9,0.6,0.75,0.6666666666666665,0.875,5,4,0.08312289998866618
NLC,LASSO,9,0.2222222222222222,1.0,0.3636363636363636,0.125,18,4,0.375797299988335
NLC,Boruta,9,0.6666666666666666,0.5,0.5714285714285715,0.9375,3,4,9.894416499999352
NLC,RF,9,1.0,0.5,0.6666666666666666,1.0,2,4,1.195288300019456
NLC,QMI-CFS,10,0.375,0.75,0.5,0.6875,8,4,0.7776363000157289
NLC,QMI-CFS-Classic,10,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.38499229997978546
NLC,MI,10,0.2,0.25,0.22222222222222224,0.75,5,4,0.09444620000431314
NLC,CMI,10,0.4,0.5,0.4444444444444445,0.8125,5,4,0.059359799983212724
NLC,LASSO,10,0.15384615384615385,0.5,0.23529411764705882,0.3125,13,4,0.3817239000054542
NLC,Boruta,10,1.0,0.5,0.6666666666666666,1.0,2,4,21.779620100016473
NLC,RF,10,1.0,0.5,0.6666666666666666,1.0,2,4,1.2547259000129998
NLC,QMI-CFS,11,0.25,0.5,0.3333333333333333,0.625,8,4,0.7727108999970369
NLC,QMI-CFS-Classic,11,0.25,0.5,0.3333333333333333,0.625,8,4,0.3929491000017151
NLC,MI,11,0.2,0.25,0.22222222222222224,0.75,5,4,0.09480669998447411
NLC,CMI,11,0.4,0.5,0.4444444444444445,0.8125,5,4,0.06129670000518672
NLC,LASSO,11,0.2222222222222222,1.0,0.3636363636363636,0.125,18,4,0.3923326999938581
NLC,Boruta,11,1.0,0.5,0.6666666666666666,1.0,2,4,25.89007799999672
NLC,RF,11,0.5,0.25,0.3333333333333333,0.9375,2,4,1.191535699996166
NLC,QMI-CFS,12,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,0.7770148999989033
NLC,QMI-CFS-Classic,12,0.375,0.75,0.5,0.6875,8,4,0.3853341000212822
NLC,MI,12,0.4,0.5,0.4444444444444445,0.8125,5,4,0.10273499999311753
NLC,CMI,12,0.6,0.75,0.6666666666666665,0.875,5,4,0.05970909999450669
NLC,LASSO,12,0.25,1.0,0.4,0.25,16,4,0.38076130000990815
NLC,Boruta,12,0.6666666666666666,0.5,0.5714285714285715,0.9375,3,4,22.443673900008434
NLC,RF,12,1.0,0.5,0.6666666666666666,1.0,2,4,1.1916904999816325
NLC,QMI-CFS,13,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,0.7823342000192497
NLC,QMI-CFS-Classic,13,0.3333333333333333,0.5,0.4,0.75,6,4,0.4074372000177391
NLC,MI,13,0.4,0.5,0.4444444444444445,0.8125,5,4,0.09348809998482466
NLC,CMI,13,0.6,0.75,0.6666666666666665,0.875,5,4,0.05918390001170337
NLC,LASSO,13,0.21052631578947367,1.0,0.34782608695652173,0.0625,19,4,0.3972817000176292
NLC,Boruta,13,1.0,0.5,0.6666666666666666,1.0,2,4,16.887558299989905
NLC,RF,13,0.5,0.25,0.3333333333333333,0.9375,2,4,1.1817985999805387
NLC,QMI-CFS,14,0.2,0.5,0.28571428571428575,0.5,10,4,0.7964222999871708
NLC,QMI-CFS-Classic,14,0.2222222222222222,0.5,0.30769230769230765,0.5625,9,4,0.41908089999924414
NLC,MI,14,0.2,0.25,0.22222222222222224,0.75,5,4,0.10457989998394623
NLC,CMI,14,0.6,0.75,0.6666666666666665,0.875,5,4,0.07325060002040118
NLC,LASSO,14,0.21052631578947367,1.0,0.34782608695652173,0.0625,19,4,0.3810767999966629
NLC,Boruta,14,0.0,0.0,0.0,0.9375,1,4,26.846997199987527
NLC,RF,14,1.0,0.5,0.6666666666666666,1.0,2,4,1.2374223000078928
NLC,QMI-CFS,15,0.2,0.5,0.28571428571428575,0.5,10,4,0.7669922999921255
NLC,QMI-CFS-Classic,15,0.2,0.5,0.28571428571428575,0.5,10,4,0.4221811999741476
NLC,MI,15,0.4,0.5,0.4444444444444445,0.8125,5,4,0.09781249999650754
NLC,CMI,15,0.4,0.5,0.4444444444444445,0.8125,5,4,0.07329889998072758
NLC,LASSO,15,0.2,1.0,0.33333333333333337,0.0,20,4,0.4020658000081312
NLC,Boruta,15,1.0,0.5,0.6666666666666666,1.0,2,4,18.05031340001733
NLC,RF,15,1.0,0.5,0.6666666666666666,1.0,2,4,1.2237845000054222
NLC,QMI-CFS,16,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.7656301000097301
NLC,QMI-CFS-Classic,16,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.4019953999959398
NLC,MI,16,0.6,0.75,0.6666666666666665,0.875,5,4,0.09726869998848997
NLC,CMI,16,0.6,0.75,0.6666666666666665,0.875,5,4,0.07663330002105795
NLC,LASSO,16,0.2,1.0,0.33333333333333337,0.0,20,4,0.3693841999920551
NLC,Boruta,16,1.0,0.5,0.6666666666666666,1.0,2,4,14.957974999997532
NLC,RF,16,1.0,0.5,0.6666666666666666,1.0,2,4,1.227524399990216
NLC,QMI-CFS,17,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.7692307999823242
NLC,QMI-CFS-Classic,17,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.3859535999945365
NLC,MI,17,0.6,0.75,0.6666666666666665,0.875,5,4,0.10520540000288747
NLC,CMI,17,0.4,0.5,0.4444444444444445,0.8125,5,4,0.06551479999325238
NLC,LASSO,17,0.13333333333333333,0.5,0.2105263157894737,0.1875,15,4,0.39139969999087043
NLC,Boruta,17,1.0,0.5,0.6666666666666666,1.0,2,4,26.046846500015818
NLC,RF,17,1.0,0.5,0.6666666666666666,1.0,2,4,1.2176353000104427
NLC,QMI-CFS,18,0.25,0.5,0.3333333333333333,0.625,8,4,0.7732848000014201
NLC,QMI-CFS-Classic,18,0.25,0.5,0.3333333333333333,0.625,8,4,0.38933609999367036
NLC,MI,18,0.2,0.25,0.22222222222222224,0.75,5,4,0.10977679997449741
NLC,CMI,18,0.2,0.25,0.22222222222222224,0.75,5,4,0.07862610000302084
NLC,LASSO,18,0.25,1.0,0.4,0.25,16,4,0.37466760000097565
NLC,Boruta,18,0.6666666666666666,0.5,0.5714285714285715,0.9375,3,4,17.804194299998926
NLC,RF,18,0.5,0.25,0.3333333333333333,0.9375,2,4,1.2068789000040852
NLC,QMI-CFS,19,0.375,0.75,0.5,0.6875,8,4,0.761210900003789
NLC,QMI-CFS-Classic,19,0.375,0.75,0.5,0.6875,8,4,0.3832842000119854
NLC,MI,19,0.4,0.5,0.4444444444444445,0.8125,5,4,0.10635100002400577
NLC,CMI,19,0.4,0.5,0.4444444444444445,0.8125,5,4,0.09442629999830388
NLC,LASSO,19,0.23529411764705882,1.0,0.38095238095238093,0.1875,17,4,0.38012579997302964
NLC,Boruta,19,0.5,0.5,0.5,0.875,4,4,20.070465600001626
NLC,RF,19,1.0,0.5,0.6666666666666666,1.0,2,4,1.2149076999921817
NLC,QMI-CFS,20,0.25,0.5,0.3333333333333333,0.625,8,4,0.776678099995479
NLC,QMI-CFS-Classic,20,0.25,0.5,0.3333333333333333,0.625,8,4,0.383896100014681
NLC,MI,20,0.4,0.5,0.4444444444444445,0.8125,5,4,0.10196790000190958
NLC,CMI,20,0.4,0.5,0.4444444444444445,0.8125,5,4,0.0801750999817159
NLC,LASSO,20,0.2222222222222222,1.0,0.3636363636363636,0.125,18,4,0.3664742999826558
NLC,Boruta,20,0.6666666666666666,0.5,0.5714285714285715,0.9375,3,4,15.488025400001789
NLC,RF,20,1.0,0.5,0.6666666666666666,1.0,2,4,1.1964639999787323
NLC,QMI-CFS,21,0.25,0.5,0.3333333333333333,0.625,8,4,0.7732772999734152
NLC,QMI-CFS-Classic,21,0.25,0.5,0.3333333333333333,0.625,8,4,0.3827776999969501
NLC,MI,21,0.4,0.5,0.4444444444444445,0.8125,5,4,0.10690229997271672
NLC,CMI,21,0.4,0.5,0.4444444444444445,0.8125,5,4,0.08527690000482835
NLC,LASSO,21,0.3076923076923077,1.0,0.47058823529411764,0.4375,13,4,0.37923019999288954
NLC,Boruta,21,0.6666666666666666,0.5,0.5714285714285715,0.9375,3,4,15.193682199984323
NLC,RF,21,1.0,0.5,0.6666666666666666,1.0,2,4,1.2098391000181437
NLC,QMI-CFS,22,0.25,0.5,0.3333333333333333,0.625,8,4,0.7729282999935094
NLC,QMI-CFS-Classic,22,0.125,0.25,0.16666666666666666,0.5625,8,4,0.39892939999117516
NLC,MI,22,0.4,0.5,0.4444444444444445,0.8125,5,4,0.1180437000002712
NLC,CMI,22,0.6,0.75,0.6666666666666665,0.875,5,4,0.07986539998091757
NLC,LASSO,22,0.2,1.0,0.33333333333333337,0.0,20,4,0.3800805000064429
NLC,Boruta,22,0.5,0.5,0.5,0.875,4,4,9.599253000022145
NLC,RF,22,0.5,0.25,0.3333333333333333,0.9375,2,4,1.2241807999962475
NLC,QMI-CFS,23,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.7699400999990758
NLC,QMI-CFS-Classic,23,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.40647839999292046
NLC,MI,23,0.4,0.5,0.4444444444444445,0.8125,5,4,0.0986304999969434
NLC,CMI,23,0.4,0.5,0.4444444444444445,0.8125,5,4,0.08851569998660125
NLC,LASSO,23,0.2222222222222222,1.0,0.3636363636363636,0.125,18,4,0.38052419997984543
NLC,Boruta,23,1.0,0.5,0.6666666666666666,1.0,2,4,6.532183600007556
NLC,RF,23,1.0,0.5,0.6666666666666666,1.0,2,4,1.2121366999926977
NLC,QMI-CFS,24,0.3333333333333333,0.5,0.4,0.75,6,4,0.792769199993927
NLC,QMI-CFS-Classic,24,0.25,0.5,0.3333333333333333,0.625,8,4,0.3857516999996733
NLC,MI,24,0.6,0.75,0.6666666666666665,0.875,5,4,0.11903830000665039
NLC,CMI,24,0.4,0.5,0.4444444444444445,0.8125,5,4,0.07945289998315275
NLC,LASSO,24,0.15384615384615385,0.5,0.23529411764705882,0.3125,13,4,0.36858480001683347
NLC,Boruta,24,1.0,0.5,0.6666666666666666,1.0,2,4,25.804940100002568
NLC,RF,24,1.0,0.5,0.6666666666666666,1.0,2,4,1.2099804000172298
NLC,QMI-CFS,25,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.7903468000004068
NLC,QMI-CFS-Classic,25,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.3999265999882482
NLC,MI,25,0.6,0.75,0.6666666666666665,0.875,5,4,0.11313899999368005
NLC,CMI,25,0.6,0.75,0.6666666666666665,0.875,5,4,0.0770143999834545
NLC,LASSO,25,0.2,1.0,0.33333333333333337,0.0,20,4,0.369504300004337
NLC,Boruta,25,0.6666666666666666,0.5,0.5714285714285715,0.9375,3,4,26.51022520000697
NLC,RF,25,1.0,0.5,0.6666666666666666,1.0,2,4,1.2456361000076868
NLC,QMI-CFS,26,0.375,0.75,0.5,0.6875,8,4,0.7794112999981735
NLC,QMI-CFS-Classic,26,0.375,0.75,0.5,0.6875,8,4,0.4172198999731336
NLC,MI,26,0.6,0.75,0.6666666666666665,0.875,5,4,0.09666910002124496
NLC,CMI,26,0.4,0.5,0.4444444444444445,0.8125,5,4,0.06247340000118129
NLC,LASSO,26,0.2,1.0,0.33333333333333337,0.0,20,4,0.4545252999814693
NLC,Boruta,26,0.5,0.75,0.6,0.8125,6,4,26.42223759999615
NLC,RF,26,1.0,0.5,0.6666666666666666,1.0,2,4,1.21858269997756
NLC,QMI-CFS,27,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,0.7714541000023019
NLC,QMI-CFS-Classic,27,0.5,0.75,0.6,0.8125,6,4,0.39619450000463985
NLC,MI,27,0.6,0.75,0.6666666666666665,0.875,5,4,0.10786769998958334
NLC,CMI,27,0.8,1.0,0.888888888888889,0.9375,5,4,0.0749581000127364
NLC,LASSO,27,0.2222222222222222,1.0,0.3636363636363636,0.125,18,4,0.3721110999758821
NLC,Boruta,27,1.0,0.5,0.6666666666666666,1.0,2,4,24.956541099993046
NLC,RF,27,1.0,0.5,0.6666666666666666,1.0,2,4,1.2218590000120457
NLC,QMI-CFS,28,0.3333333333333333,0.5,0.4,0.75,6,4,0.7582372000033502
NLC,QMI-CFS-Classic,28,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.40559000000939704
NLC,MI,28,0.4,0.5,0.4444444444444445,0.8125,5,4,0.10225950001040474
NLC,CMI,28,0.6,0.75,0.6666666666666665,0.875,5,4,0.08727459999499843
NLC,LASSO,28,0.23529411764705882,1.0,0.38095238095238093,0.1875,17,4,0.38373349999892525
NLC,Boruta,28,1.0,0.5,0.6666666666666666,1.0,2,4,12.467721299995901
NLC,RF,28,1.0,0.5,0.6666666666666666,1.0,2,4,1.184277699998347
NLC,QMI-CFS,29,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,0.8135262999858242
NLC,QMI-CFS-Classic,29,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,0.3973423999850638
NLC,MI,29,0.2,0.25,0.22222222222222224,0.75,5,4,0.09464490000391379
NLC,CMI,29,0.2,0.25,0.22222222222222224,0.75,5,4,0.07497970000258647
NLC,LASSO,29,0.2,0.75,0.31578947368421056,0.25,15,4,0.39270299999043345
NLC,Boruta,29,1.0,0.5,0.6666666666666666,1.0,2,4,26.101974999997765
NLC,RF,29,1.0,0.5,0.6666666666666666,1.0,2,4,1.212502600013977
NLC,QMI-CFS,30,0.375,0.75,0.5,0.6875,8,4,0.7941760999965481
NLC,QMI-CFS-Classic,30,0.3333333333333333,0.75,0.46153846153846156,0.625,9,4,0.4050922000024002
NLC,MI,30,0.4,0.5,0.4444444444444445,0.8125,5,4,0.1081234999874141
NLC,CMI,30,0.2,0.25,0.22222222222222224,0.75,5,4,0.06361519999336451
NLC,LASSO,30,0.21428571428571427,0.75,0.3333333333333333,0.3125,14,4,0.39116239998838864
NLC,Boruta,30,1.0,0.5,0.6666666666666666,1.0,2,4,5.521557300002314
NLC,RF,30,1.0,0.5,0.6666666666666666,1.0,2,4,1.1960085000027902
NLC,QMI-CFS,31,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.7891845999984071
NLC,QMI-CFS-Classic,31,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.38132330001099035
NLC,MI,31,0.2,0.25,0.22222222222222224,0.75,5,4,0.11196710000513121
NLC,CMI,31,0.4,0.5,0.4444444444444445,0.8125,5,4,0.07719149999320507
NLC,LASSO,31,0.2222222222222222,1.0,0.3636363636363636,0.125,18,4,0.37594960001297295
NLC,Boruta,31,1.0,0.5,0.6666666666666666,1.0,2,4,14.09621899999911
NLC,RF,31,1.0,0.5,0.6666666666666666,1.0,2,4,1.3072025000001304
NLC,QMI-CFS,32,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,0.8127611000090837
NLC,QMI-CFS-Classic,32,0.3333333333333333,0.5,0.4,0.75,6,4,0.3903693000029307
NLC,MI,32,0.4,0.5,0.4444444444444445,0.8125,5,4,0.10308120000991039
NLC,CMI,32,0.6,0.75,0.6666666666666665,0.875,5,4,0.058808399975532666
NLC,LASSO,32,0.2,1.0,0.33333333333333337,0.0,20,4,0.37806270000874065
NLC,Boruta,32,0.6666666666666666,0.5,0.5714285714285715,0.9375,3,4,25.841531500016572
NLC,RF,32,1.0,0.5,0.6666666666666666,1.0,2,4,1.2002214999811258
NLC,QMI-CFS,33,0.25,0.5,0.3333333333333333,0.625,8,4,0.7709657000086736
NLC,QMI-CFS-Classic,33,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,0.38737029998446815
NLC,MI,33,0.4,0.5,0.4444444444444445,0.8125,5,4,0.10963379999157041
NLC,CMI,33,0.6,0.75,0.6666666666666665,0.875,5,4,0.06116959999781102
NLC,LASSO,33,0.14285714285714285,0.5,0.22222222222222224,0.25,14,4,0.41402840000228025
NLC,Boruta,33,0.6666666666666666,0.5,0.5714285714285715,0.9375,3,4,25.36549559998093
NLC,RF,33,1.0,0.5,0.6666666666666666,1.0,2,4,1.2355207999935374
NLC,QMI-CFS,34,0.2,0.25,0.22222222222222224,0.75,5,4,0.7975291000038851
NLC,QMI-CFS-Classic,34,0.16666666666666666,0.25,0.2,0.6875,6,4,0.3959284999873489
NLC,MI,34,0.2,0.25,0.22222222222222224,0.75,5,4,0.10274639999261126
NLC,CMI,34,0.4,0.5,0.4444444444444445,0.8125,5,4,0.08787600000505336
NLC,LASSO,34,0.21052631578947367,1.0,0.34782608695652173,0.0625,19,4,0.36360579999745823
