dataset,method,seed,ate_error,pehe,relative_ate_error,runtime
NLC,CMI,13,0.5130870596867607,0.9039033014064521,34.205803976837,0.15847850003046915
NLC,LASSO,13,0.7190101203176636,1.124314282258515,47.93400801798198,0.8848473999532871
NLC,Boruta,13,0.6288816438517736,0.9491307247899228,41.92544292065654,36.25619879999431
NLC,RF,13,0.6288816438517736,0.9491307247899228,41.92544292065654,2.771686300053261
NLC,All-Features,13,0.7648887588959509,1.237589798464121,50.99258392299721,0.013174899970181286
NLC,QMI-CFS,14,0.2265007694203851,0.7096903708359086,15.10005129368567,1.8150047999806702
NLC,MI,14,0.07689197685974691,0.6924745961419552,5.126131790308052,0.2251663000206463
NLC,CMI,14,0.031309335470750765,0.5880396042741503,2.087289031244232,0.15868409996619448
NLC,LASSO,14,0.12357859656758463,0.8381359299406026,8.238573103956403,0.8826737999916077
NLC,Boruta,14,0.026792020484352586,0.60723233923054,1.7861346988377633,40.10561179998331
NLC,RF,14,0.10009699842802866,0.6017180156732155,6.673133228090368,2.778860399965197
NLC,All-Features,14,0.13107994397226874,1.0019957524924237,8.738662930902006,0.01601320004556328
NLC,QMI-CFS,15,0.11841762169912551,0.8223999085006841,7.894508112748733,1.7883774999645539
NLC,MI,15,0.04892773528198213,0.12792590525054498,3.2618490185813522,0.22560190001968294
NLC,CMI,15,0.1669133017000397,0.6873066537484078,11.127553445927477,0.1571057999972254
NLC,LASSO,15,0.14228949697549886,0.9410395255716693,9.485966464400859,0.8752011999604292
NLC,Boruta,15,0.08779531883636382,0.6882875856390277,5.853021255367387,16.811065200017765
NLC,RF,15,0.17786211750705094,0.6993643087272285,11.857474499679563,2.742774000042118
NLC,All-Features,15,0.1134643762015155,1.1890207799249972,7.5642917462634145,0.01571359997615218
NLC,QMI-CFS,16,0.03503373586652048,1.5996241120996246,2.3355823909456594,1.7950813999632373
NLC,MI,16,0.07034200420589931,1.7915769701669517,4.689466946747323,0.22477810003329068
NLC,CMI,16,0.030447700240258335,1.7487844362045581,2.029846682548566,0.15149330004351214
NLC,LASSO,16,0.06874786816076073,1.6829601838790655,4.583191210411836,0.8715357999899425
NLC,Boruta,16,0.03714463879364627,1.5488599192722485,2.476309252744664,39.57868460001191
NLC,RF,16,0.03714463879364627,1.5488599192722485,2.476309252744664,2.763711699983105
NLC,All-Features,16,0.16999403006399927,1.9674870548661476,11.332935336844423,0.016742600011639297
NLC,QMI-CFS,17,0.22499515433023598,0.6552421412046647,14.999676954349086,1.7994633000344038
NLC,MI,17,0.35776898923050804,0.8747263498140251,23.851265947110452,0.22503040003357455
NLC,CMI,17,0.18949226878400416,0.5654185033958572,12.63281791809142,0.15626849996624514
NLC,LASSO,17,0.31085884809246367,0.9581006911913001,20.72392320478265,0.8708053999580443
NLC,Boruta,17,0.3649593390572845,0.617407894653251,24.330622602196925,30.811035000020638
NLC,RF,17,0.267477118280262,0.815480760285131,17.831807884162014,2.6738145999843255
NLC,All-Features,17,0.3287201730116862,1.2640891117078827,21.914678199318104,0.017619999998714775
NLC,QMI-CFS,18,0.061663120101066005,0.6187505328677511,4.1108746731303425,1.7940933000063524
NLC,MI,18,0.13238913348044368,0.5123918083312295,8.825942231441182,0.2220703000202775
NLC,CMI,18,0.11985441195814772,0.5804516449483308,7.990294130010494,0.15714600001228973
NLC,LASSO,18,0.11155337679428023,0.7076375871029976,7.436891785789557,0.8997884999844246
NLC,Boruta,18,0.11639809453375038,0.5359953249804418,7.7598729683993675,40.54107269999804
NLC,RF,18,0.1405356746053139,0.47245764217705605,9.36904497306299,2.7681886999635026
NLC,All-Features,18,0.10247051756058045,0.7448974344677957,6.831367836916606,0.016071999969426543
NLC,QMI-CFS,19,0.47383127708616635,1.2132950586564442,31.588751803638505,1.80800590000581
NLC,MI,19,0.373609687647354,1.1109354709652417,24.907312508163116,0.22724689997266978
NLC,CMI,19,0.542185018692501,1.2084825760693745,36.14566791042369,0.15830030001234263
NLC,LASSO,19,0.3972389910297005,1.1693985690848634,26.48259940021453,0.8997403000248596
NLC,Boruta,19,0.293524576771925,1.1257162559182983,19.56830511682378,32.05889919999754
NLC,RF,19,0.24612333226385585,1.1218109225550021,16.408222149829843,2.788396999996621
NLC,All-Features,19,0.592332136750597,1.3593179641413402,39.48880911407388,0.014337400032673031
NLC,QMI-CFS,20,0.2221258509624342,0.6461935990610312,14.808390063175054,1.787318899994716
NLC,MI,20,0.11825384909829606,0.6101138756594627,7.8835899393608315,0.22837510000681505
NLC,CMI,20,0.12512749033240866,0.6853496113508364,8.341832688271122,0.162523599981796
NLC,LASSO,20,0.08598299134862608,1.0844734830881617,5.732199422859592,0.875784800038673
NLC,Boruta,20,0.07363569489002031,0.18603802232362363,4.909046325674084,43.78598250000505
NLC,RF,20,0.08587943139304977,0.6067592979285367,5.725295425821631,2.743241799995303
NLC,All-Features,20,0.09021769391484336,1.1237111795301116,6.014512927255256,0.015638599987141788
NLC,QMI-CFS,21,0.027217875058900498,0.8039711416226627,1.8145250038057317,1.7916496999678202
NLC,MI,21,0.11003387898806372,0.6989781981093827,7.335591932048542,0.2255503999767825
NLC,CMI,21,0.10267003598025948,0.7773535822208327,6.844669064894321,0.16208420001203194
NLC,LASSO,21,0.06749454802847143,0.9449175659337026,4.4996365349314535,0.890323499974329
NLC,Boruta,21,0.09826949253648176,0.6953005576436757,6.551299501995364,42.243390700023156
NLC,RF,21,0.09826949253648176,0.6953005576436757,6.551299501995364,2.8242446999647655
NLC,All-Features,21,0.05114010406784897,0.9856014651783328,3.4093402709626415,0.013030099973548204
NLC,QMI-CFS,22,0.19289258784647578,0.9862610262514274,12.859505855574419,1.7987818999681622
NLC,MI,22,0.06026577760573315,0.9591530269969778,4.017718506781029,0.22456309996778145
NLC,CMI,22,0.12933797707449513,0.9312981846958346,8.622531804391507,0.15888649999396876
NLC,LASSO,22,0.054032165106192354,1.157618333488013,3.6021443401726803,0.8835699000046588
NLC,Boruta,22,0.054350977141800705,0.9573389693547917,3.623398475878487,53.36554620001698
NLC,RF,22,0.1410949304469309,0.9209284818123677,9.40632869583497,2.7585943999583833
NLC,All-Features,22,0.03973822603431576,1.2281421788388176,2.6492150687777696,0.017014099983498454
NLC,QMI-CFS,23,0.13831991014213707,1.4554296749649605,9.221327342194382,1.7802977000246756
NLC,MI,23,0.05965603552331866,1.3540901848197564,3.9770690346227733,0.22421389998635277
NLC,CMI,23,0.1535309660904154,1.6100055173967924,10.235397738678666,0.1601471999892965
NLC,LASSO,23,0.03538164114998876,1.632614063181207,2.358776076508666,0.8625871999538504
NLC,Boruta,23,0.011632950618043703,1.3514006985575895,0.7755300411512115,55.65731270000106
NLC,RF,23,0.0922436204464816,1.3712088359451913,6.149574696022135,2.7537283000419848
NLC,All-Features,23,0.0064358349040813945,1.7931876031741394,0.4290556602434893,0.01721929997438565
NLC,QMI-CFS,24,0.07974908755397148,0.8398672398574445,5.316605836576992,1.7902688000467606
NLC,MI,24,0.037766774542299375,0.9017410747199159,2.5177849693187726,0.22542530001373962
NLC,CMI,24,0.05351019135019741,0.8236420105789569,3.5673460897753375,0.1604201000300236
NLC,LASSO,24,0.04575352105336328,1.1390505247493954,3.0502347366875364,0.8691635999712162
NLC,Boruta,24,0.053514738323252375,0.24480927521522228,3.567649221312315,46.1277173999697
NLC,RF,24,0.027226739411745582,0.5912561828214749,1.8151159606620308,2.8205712999915704
NLC,All-Features,24,0.036592849035402386,1.1705102430185192,2.439523268864191,0.01670360000571236
NLC,QMI-CFS,25,0.1515962462456253,0.38974785671556494,10.106416415701258,1.8003617000067607
NLC,MI,25,0.20740552249977373,0.28454716732283813,13.827034832396446,0.22779370000353083
NLC,CMI,25,0.1308596248046019,0.29204251203438486,8.72397498639186,0.1587891000090167
NLC,LASSO,25,0.16966681445819853,0.667840889933942,11.311120963125827,0.9051849999814294
NLC,Boruta,25,0.13957460971466884,0.36240269151584015,9.304973980357591,55.14506219996838
NLC,RF,25,0.12222862439725368,0.4125078673097007,8.148574959273674,2.784414399997331
NLC,All-Features,25,0.07081775287101921,0.6760957212529525,4.721183524419868,0.01458769995952025
NLC,QMI-CFS,26,0.42550017236538196,0.8311952227831385,28.36667815580102,1.8062817999743856
NLC,MI,26,0.43616632958056,0.8733314347676723,29.077755303432152,0.22222120000515133
NLC,CMI,26,0.473162391130018,0.9431276464930214,31.544159406564926,0.15543340001022443
NLC,LASSO,26,0.31141584261540123,0.91904460926866,20.761056172976012,0.8939361000084318
NLC,Boruta,26,0.3177484700197828,0.8536193928952844,21.18323133323997,37.29703660000814
NLC,RF,26,0.44456859206189203,0.9534674964300961,29.63790613548361,2.778024600003846
NLC,All-Features,26,0.3350922797959439,0.9560651109300687,22.339485318240296,0.01779109996277839
NLC,QMI-CFS,27,0.03756602929448971,0.6948664483199454,2.5044019527990202,1.7890078999917023
NLC,MI,27,0.06104923529008088,0.6975962958361547,4.069949019067395,0.22213100001681596
NLC,CMI,27,0.12899649475217134,0.6314993121496663,8.599766316238105,0.15445859997998923
NLC,LASSO,27,0.010883865306258178,0.7762878248552951,0.7255910203688392,0.8916655000066385
NLC,Boruta,27,0.07659125151757662,0.5391451139536176,5.106083434164702,52.75765600003069
NLC,RF,27,0.07659125151757662,0.5391451139536176,5.106083434164702,2.793078200018499
NLC,All-Features,27,0.004311263384333852,0.9649707073294921,0.28741755893642895,0.01255530002526939
NLC,QMI-CFS,28,0.3730394144615736,1.1224006320501472,24.86929429578029,1.7916510999784805
NLC,MI,28,0.5171923665979294,1.1876604328184812,34.47949110423,0.22393929999088868
NLC,CMI,28,0.3822985868986344,1.110532713430231,25.486572458209857,0.15389689995208755
NLC,LASSO,28,0.4128072534922862,1.314847430886964,27.520483564317715,0.9088498000055552
NLC,Boruta,28,0.4274055884506005,1.091204802399641,28.49370589480712,7.549196999985725
NLC,RF,28,0.42994821975557707,1.082452727027745,28.663214648460922,2.876666700001806
NLC,All-Features,28,0.4128072534922862,1.314847430886964,27.520483564317715,0.015016599965747446
NLC,QMI-CFS,29,0.03475539499136038,1.0625453478266986,2.3170263326028904,1.8029179999721237
NLC,MI,29,0.07348151185448426,0.9251584931957721,4.898767456639033,0.22432759997900575
NLC,CMI,29,0.09372795492765951,1.1822280384606387,6.248530328094065,0.15929129999130964
NLC,LASSO,29,0.055471967410689604,1.430699354894295,3.6981311604660982,0.8813808999839239
NLC,Boruta,29,0.08461707709757205,0.9190923369034502,5.641138472795394,55.296611900033895
NLC,RF,29,0.08461707709757205,0.9190923369034502,5.641138472795394,2.717152299999725
NLC,All-Features,29,0.055471967410689604,1.430699354894295,3.6981311604660982,0.013467300042975694
HDS,QMI-CFS,0,0.15633804072231205,0.6045235702710529,15.633804070667825,10.842368100013118
HDS,MI,0,0.8829839434312468,1.2099561748416285,88.29839433429484,1.0719626999925822
HDS,CMI,0,0.20760862765576538,0.5838160350844156,20.76086276350045,0.7322772999759763
HDS,LASSO,0,0.052576631336159085,0.8729205014636665,5.257663133090142,4.1865763000096194
HDS,Boruta,0,0.3546522836004369,0.41553738914376087,35.465228356497164,57.42915510002058
HDS,RF,0,0.14643612063695421,0.3026710205982473,14.64361206223106,3.8918788000009954
HDS,All-Features,0,0.08000022390164752,0.9621574028956396,8.00002238936475,0.027169200009666383
HDS,QMI-CFS,1,0.04208943096742379,0.7496759398616374,4.208943096321485,10.751331600011326
HDS,MI,1,0.705405697814421,1.0531608697854018,70.54056977438805,1.0531841000192799
HDS,CMI,1,0.7224300253149527,0.9947739577646216,72.24300252427098,0.7020606999867596
HDS,LASSO,1,0.082402355537193,0.7764532052964699,8.240235552895275,4.558727799972985
HDS,Boruta,1,0.014193284988969435,0.25604964529454144,1.4193284987550105,87.50030240003252
HDS,RF,1,0.019026653816646588,0.25683372630655993,1.9026653814743923,3.804365999996662
HDS,All-Features,1,0.12612975038965302,1.1165092043482603,12.612975037704006,0.0224138000048697
HDS,QMI-CFS,2,0.10746221601038597,0.7968045238112433,10.746221599963974,10.818543300032616
HDS,MI,2,0.336237899751475,0.8492768908107565,33.62378997178512,1.052189800015185
HDS,CMI,2,0.34539415732014134,0.8997255055822462,34.53941572856019,0.7007407000055537
HDS,LASSO,2,0.10085432712064168,0.6625603829774089,10.085432711055626,4.163031900010537
HDS,Boruta,2,0.09228344988371684,0.3821758416484011,9.22834498744885,77.69987630000105
HDS,RF,2,0.09438387681111138,0.4174609273965153,9.438387680167299,3.657011399976909
HDS,All-Features,2,0.08743735582082524,1.0242139790097808,8.74373558120815,0.02895820001140237
HDS,QMI-CFS,3,0.00041605929381471896,0.5991123882463812,0.0416059293773113,10.869314800016582
HDS,MI,3,0.24383040694622515,0.5870527490561306,24.38304069218421,1.0721364000346512
HDS,CMI,3,0.26442527063488375,0.7475911257385203,26.442527060844125,0.7328158000018448
HDS,LASSO,3,0.061500745602563356,0.6210048301845392,6.150074559641328,4.3949705000268295
HDS,Boruta,3,0.13518888364112303,0.4450928379169244,13.518888362760414,83.9989946000278
HDS,RF,3,0.0011172804678498682,0.22084994013837578,0.11172804677381401,3.6491125999600627
HDS,All-Features,3,0.03790019712020354,1.0337255033435888,3.790019711641352,0.02194100001361221
HDS,QMI-CFS,4,0.10406973829675203,0.5807022570950524,10.406973828634506,10.830874199979007
HDS,MI,4,0.24079365683041076,0.6515235100631058,24.07936568063314,1.05926140001975
HDS,CMI,4,0.23631662662264974,0.5951093375173182,23.63166265990181,0.7262950000003912
HDS,LASSO,4,0.08435153227696723,0.5022126704915574,8.435153226853208,4.14834440004779
HDS,Boruta,4,0.017220939063050666,0.2935044440529306,1.7220939061328573,75.49730400001863
HDS,RF,4,0.171193040223236,0.47907047837767963,17.11930402061167,3.464121899974998
HDS,All-Features,4,0.030775912452290388,0.9474762250977561,3.0775912449212797,0.025961500010453165
HDS,QMI-CFS,5,0.17862124924975642,0.7116069683978549,17.86212492318943,10.743942599976435
HDS,MI,5,0.41265454654279154,0.7611771133618906,41.26545465015261,1.0587366999825463
HDS,CMI,5,0.088560403697858,0.507265212070329,8.856040368900196,0.726353999983985
HDS,LASSO,5,0.13384812010143932,0.5395302301241588,13.384812008805449,4.198476399993524
HDS,Boruta,5,0.16343784220221114,0.2891289353687052,16.343784218586734,80.9931616000249
HDS,RF,5,0.1590037203687117,0.40322829869311216,15.900372035281132,3.7458112000022084
HDS,All-Features,5,0.0029693464336140174,1.1928658947052329,0.29693464333170827,0.02598420000867918
HDS,QMI-CFS,6,0.06389589250313032,0.5143393877828215,6.389589249674074,10.869608300039545
HDS,MI,6,0.25624502333622967,0.6616691676920662,25.624502331060516,1.0726196999894455
HDS,CMI,6,0.33413614239623035,0.8701373627010115,33.413614236281674,0.7341297999955714
HDS,LASSO,6,0.09749976648345271,0.6609767184046809,9.749976647370273,4.671753800008446
HDS,Boruta,6,0.003850626383542055,0.23726419798880324,0.38506263831569926,84.49898069998017
HDS,RF,6,0.08237517495263136,0.21261121051279053,8.237517494439384,3.665842499991413
HDS,All-Features,6,0.05260172237474259,1.079581127113579,5.260172236948241,0.022320899995975196
HDS,QMI-CFS,7,0.15500402639721966,0.5154727161184814,15.500402638171925,10.873481800023
HDS,MI,7,0.6989887351246402,0.9202584012515701,69.89887350547413,1.071066599979531
HDS,CMI,7,0.5396478777628344,0.8577846538498465,53.96478777088696,0.7335066999658011
HDS,LASSO,7,0.12350309658015068,0.6353948414345966,12.350309656780038,4.7606317000463605
HDS,Boruta,7,0.3287211850583549,0.5175263353675533,32.87211850254828,60.00938290002523
HDS,RF,7,0.14645613932896206,0.36598714355456063,14.645613931431644,3.6536451999563724
HDS,All-Features,7,0.16738396931487443,0.9901909158521873,16.738396929813604,0.02158840000629425
HDS,QMI-CFS,8,0.03363150149469907,0.5410394143342634,3.363150149133592,10.84972729999572
HDS,MI,8,0.7926445094173291,1.123145910219683,79.26445093380646,1.0854934999952093
HDS,CMI,8,0.020992273415658458,0.4496853080444223,2.099227341355923,0.7397877999464981
HDS,LASSO,8,0.09279263087505363,0.7328876600072175,9.279263086577437,4.505777699989267
HDS,Boruta,8,0.27895193437575294,0.4320992321600612,27.895193434785774,41.93537620001007
HDS,RF,8,0.052734135645680524,0.3043279673182346,5.273413564040711,3.6737124000210315
HDS,All-Features,8,0.10403350631565211,1.014249173011655,10.403350630524876,0.025641699961852282
HDS,QMI-CFS,9,0.06938849657827761,0.7315652826180976,6.9388496571338765,10.769548400014173
HDS,MI,9,0.4122270148616194,0.9277548342663486,41.22270148203967,1.059894300007727
HDS,CMI,9,0.3500848781686401,0.7502316229838181,35.00848781336316,0.7270883999881335
HDS,LASSO,9,0.03053213044388836,0.795288700614449,3.0532130440835146,4.93886349996319
HDS,Boruta,9,0.006704460462653827,0.20070513941003512,0.6704460461983381,88.9125130000175
HDS,RF,9,0.11437337332833997,0.3691246643140605,11.437337331690262,3.7827443999703974
HDS,All-Features,9,0.03329135296942032,1.0390184905880073,3.329135296609118,0.02401839999947697
HDS,QMI-CFS,10,0.41512080587139,0.6254595894040151,41.51208058298779,10.806395399966277
HDS,MI,10,0.39657667872385405,0.6155680837482989,39.65766786841964,1.0584099999978207
HDS,CMI,10,0.8456879879804264,1.0170500755049352,84.56879878958577,0.7023140999954194
HDS,LASSO,10,0.33751937160050716,0.7012331042101861,33.751937156675524,4.212849700008519
HDS,Boruta,10,0.4095702103676022,0.4291821162682534,40.95702103266452,86.22428379999474
HDS,RF,10,0.3005274601034831,0.39237724970345483,30.052746007343035,3.769418100011535
HDS,All-Features,10,0.32994265110770415,1.0957893834374144,32.99426510747099,0.025426500011235476
HDS,QMI-CFS,11,0.021826647947373434,0.5893454708796695,2.182664794519077,10.83171910000965
HDS,MI,11,0.30162603435242596,0.8346070005663182,30.162603432226337,1.0802483999868855
HDS,CMI,11,0.06197731993866318,0.49577546897185387,6.197731993246545,0.7375314999953844
HDS,LASSO,11,0.029836873518596096,0.7183300231522735,2.983687351561241,4.330714199983049
HDS,Boruta,11,0.04103791212751373,0.17339911235951422,4.103791212340994,73.63949600001797
HDS,RF,11,0.0701630296547382,0.27823792416548887,7.016302964772189,3.662508799985517
HDS,All-Features,11,0.06737469445673927,1.034842043256262,6.73746944500018,0.027392399962991476
HDS,QMI-CFS,12,0.08605763102934905,0.7272155264164972,8.605763102074327,10.805165899975691
HDS,MI,12,0.43005978704119485,0.7223722931093213,43.00597869981889,1.0655010999762453
HDS,CMI,12,0.48253361984248544,0.7650559580014066,48.25336197942321,0.7234754000091925
HDS,LASSO,12,0.1069539069867742,0.5971222837978967,10.695390697607882,4.341121100005694
HDS,Boruta,12,0.08168217056290561,0.18057617702413625,8.16821705547374,53.08228390000295
HDS,RF,12,0.09697462695163273,0.3539642056178129,9.697462694193526,3.587239700020291
HDS,All-Features,12,0.12769812765773025,0.916288970141767,12.769812764496043,0.02645860001211986
HDS,QMI-CFS,13,0.15084308717399986,0.8306259648039077,15.084308715891554,10.769892399956007
HDS,MI,13,0.46405102148342703,0.7214658754846284,46.405102143702194,1.054043999989517
HDS,CMI,13,0.1439665443554432,0.7465418302714889,14.396654434104656,0.7014960999949835
HDS,LASSO,13,0.15340237521566147,0.7036358809616452,15.340237520032124,4.308241399994586
HDS,Boruta,13,0.5154472748838916,0.5556837651916965,51.54472748323469,91.08348680002382
HDS,RF,13,0.11673762825062806,0.44489224491575513,11.67376282389543,3.6851626000134274
HDS,All-Features,13,0.12255519324873854,1.0145331961328377,12.255519323648302,0.03347079997183755
HDS,QMI-CFS,14,0.014190316729050134,0.7587726303217927,1.4190316727631103,10.963978599989787
HDS,MI,14,0.48057791248328163,0.8599520213727468,48.05779124352239,1.0748704999568872
HDS,CMI,14,0.4414294064952091,0.9025254510968828,44.14294064510661,0.739767600025516
HDS,LASSO,14,0.10146498286384165,0.7703727802472433,10.146498285369516,4.365114799991716
HDS,Boruta,14,0.08847789997518485,0.2691155321331661,8.847789996633706,50.40444640000351
HDS,RF,14,0.04141968727525336,0.40438208610323784,4.141968727111139,1.6537306000245735
HDS,All-Features,14,0.13400125385763073,1.126959216792432,13.400125384423061,0.008299399982206523
HDS,QMI-CFS,15,0.1233149321565461,0.6115207863884154,12.33149321442146,4.717647499986924
HDS,MI,15,0.1712438676847794,0.5076832613087433,17.1243867667655,0.4576073999633081
HDS,CMI,15,0.13026929085846706,0.3995388248233808,13.026929084544012,0.3047550999908708
HDS,LASSO,15,0.10247780011374996,0.6121461216862323,10.247780010350219,1.979336999997031
HDS,Boruta,15,0.0503397411593165,0.28770515149634046,5.0339741154282525,37.98701989999972
HDS,RF,15,0.10616184950819907,0.30286349843677596,10.616184949758289,1.6906177999917418
HDS,All-Features,15,0.15486747129826883,1.0292064533332408,15.486747128278209,0.009238699974957854
HDS,QMI-CFS,16,0.17681219001519255,0.6871041579322863,17.681218999751135,4.755130200006533
HDS,MI,16,0.1931684202834174,0.8162553859870476,19.316842026410054,0.48185330000706017
HDS,CMI,16,0.11189924097996495,0.4907398741196118,11.189924096877503,0.3259622000041418
HDS,LASSO,16,0.21697936706851784,0.6638834524233262,21.69793670468199,1.9090357000241056
HDS,Boruta,16,0.02552256344266879,0.2715342303180081,2.5522563440116532,32.66541000001598
HDS,RF,16,0.11138041792460263,0.28031327619058144,11.138041791346458,1.7010807999758981
HDS,All-Features,16,0.12929007227201594,1.199894349282266,12.929007225908693,0.015241599990986288
HDS,QMI-CFS,17,0.25435433665637364,0.7456681849083798,25.43543366309382,4.736436399980448
HDS,MI,17,0.1785755888504874,0.592341617840051,17.857558883262985,0.45916999998735264
HDS,CMI,17,0.4942427119482842,0.8591123413924174,49.424271189885985,0.30548610002733767
HDS,LASSO,17,0.10601927361560093,0.5659916516294493,10.6019273604999,1.670285000000149
HDS,Boruta,17,0.12669915071092297,0.3047686779555571,12.669915069825304,33.19848160003312
HDS,RF,17,0.07783098800445254,0.34871019013231563,7.783098799666945,1.6430645000073127
HDS,All-Features,17,0.032362941698551806,1.042033342524645,3.2362941695315515,0.011473399994429201
HDS,QMI-CFS,18,0.06106519343548,0.7980455174298526,6.106519342937348,4.700340200040955
HDS,MI,18,0.4090607639118675,0.9106017154124116,40.90607638709615,0.45590090000769123
HDS,CMI,18,0.20532975618314553,0.7262565290774737,20.532975616261258,0.31038949999492615
HDS,LASSO,18,0.2507956273069363,0.5908455660823008,25.07956272818567,2.02489840000635
HDS,Boruta,18,0.03407275028899459,0.2656039222022996,3.4072750285587317,38.22507639997639
HDS,RF,18,0.24782350237661788,0.4106287706267322,24.782350235183554,1.7203082000487484
HDS,All-Features,18,0.16115849811846694,1.042014724563102,16.115849810235108,0.008234400011133403
HDS,QMI-CFS,19,0.08079304929127096,0.6694468095837797,8.079304928319166,4.675986799993552
HDS,MI,19,0.7662591417500413,1.233420537518514,76.62591416734153,0.45597569999517873
HDS,CMI,19,0.0009710596172916031,0.6848106421709504,0.09710596171944971,0.318339699995704
HDS,LASSO,19,0.002243515210692215,0.6269042359334411,0.22435152104678638,2.132348599960096
HDS,Boruta,19,0.09434647816338648,0.2808167168061421,9.434647815395184,33.08717799995793
HDS,RF,19,0.07413411974320017,0.32217477955496626,7.4134119735786745,1.7031736000208184
HDS,All-Features,19,0.14284037595975074,1.0754064410639501,14.28403759454667,0.007760100008454174
HDS,QMI-CFS,20,0.006979503411393306,0.5903518411828046,0.6979503410695356,4.863154100021347
HDS,MI,20,0.40774282547413265,0.6957852907897754,40.774282543335836,0.46729589998722076
HDS,CMI,20,0.03813716326511407,0.42585550036439257,3.8137163261300357,0.30267370003275573
HDS,LASSO,20,0.027773899957952985,0.5848649227889845,2.7773899955175594,1.646238400018774
HDS,Boruta,20,0.4310185723663782,0.40667822966187156,43.10185723232763,35.22179260000121
HDS,RF,20,0.031816905327855416,0.17305917287485628,3.1816905324673725,1.702009700005874
HDS,All-Features,20,0.007490986786723441,1.1237633467967727,0.7490986785974343,0.010052500001620501
HDS,QMI-CFS,21,0.10015174103618996,0.8012469800320005,10.015174102617479,4.732204100000672
HDS,MI,21,0.3632262726865596,0.7953534109014723,36.3226272650237,0.4576219000155106
HDS,CMI,21,0.6415611035604478,0.967791404510146,64.15611034962917,0.3104890999966301
HDS,LASSO,21,0.008555622531582596,0.8845403663126837,0.8555622530727034,1.8758585000177845
HDS,Boruta,21,0.048611379808850885,0.3554186699808043,4.861137980398975,40.697013000026345
HDS,RF,21,0.03377857610659496,0.3552505880314639,3.3778576103217097,1.693995600042399
HDS,All-Features,21,0.030201066321669634,1.2172251133820522,3.0201066318649525,0.014820200041867793
HDS,QMI-CFS,22,0.13066733808671183,0.6781422176367868,13.066733807364509,4.725590800051577
HDS,MI,22,0.5973491113555547,0.9207945246397268,59.73491112958198,0.4614507000078447
HDS,CMI,22,0.08379297734360047,0.502387452315646,8.379297733522117,0.3213609000085853
HDS,LASSO,22,0.1428182729328591,0.7423730939435593,14.281827291857727,1.9390050999936648
HDS,Boruta,22,0.010758852629223048,0.2702212919228436,1.0758852628147162,36.90973740001209
HDS,RF,22,0.1444389725668942,0.2947113290919051,14.44389725524503,1.6418935999972746
HDS,All-Features,22,0.15931901697412765,1.0823102141638168,15.931901695819576,0.01647979998961091
HDS,QMI-CFS,23,0.25193237561857895,0.6551171623718055,25.19323755933857,4.7088434000033885
HDS,MI,23,0.06817804170301933,0.6869451287188706,6.817804169620152,0.465647800010629
HDS,CMI,23,0.2548645462859831,0.5844759910951376,25.486454626049664,0.30544249998638406
HDS,LASSO,23,0.2830791225295216,0.535494626255735,28.30791225012137,1.8699973999755457
HDS,Boruta,23,0.2798195071900875,0.41184300900729376,27.98195071621056,38.359155800018925
HDS,RF,23,0.20899050249168738,0.43810463403636934,20.899050247078833,1.7282696000183932
HDS,All-Features,23,0.1565624616003033,1.0568212514331512,15.656246158464704,0.016166799992788583
HDS,QMI-CFS,24,0.3852617435113834,0.9183116133000669,38.526174347285725,4.661790500045754
HDS,MI,24,0.7089332642386104,0.961466213507292,70.89332641677171,0.45124239998403937
HDS,CMI,24,0.22877225732062678,0.48090866935590626,22.877225729774956,0.30748409999068826
HDS,LASSO,24,0.12408026962821794,0.5266077953561907,12.40802696158099,1.772227199980989
HDS,Boruta,24,0.32710423393520704,0.36621013017306725,32.71042339024966,33.858244699949864
HDS,RF,24,0.2005243358549582,0.2960050395272944,20.05243358349058,1.6921333999489434
HDS,All-Features,24,0.043638035911576445,1.0749317065455835,4.363803590721265,0.009603000013157725
HDS,QMI-CFS,25,0.18699034384653168,0.6902779195605322,18.699034382783264,4.740009900007863
HDS,MI,25,0.7116265274516296,1.2517787873674615,71.16265273804669,0.46529079996980727
HDS,CMI,25,0.2426502459087212,0.9234676794512964,24.265024588445616,0.3029637999716215
HDS,LASSO,25,0.07088225118304736,0.561423014146646,7.088225117595915,1.826532099978067
HDS,Boruta,25,0.026969965805418883,0.2541152769899628,2.696996580272189,32.11893709999276
HDS,RF,25,0.02026321408294618,0.30673019654431455,2.026321408091986,1.6447312000091188
HDS,All-Features,25,0.08611974662498234,1.0884449509380003,8.611974661637037,0.009269500034861267
HDS,QMI-CFS,26,0.11962798967315624,0.7730649898124373,11.962798966119344,4.8020910999621265
HDS,MI,26,0.141323617251238,0.6513918062357158,14.132361723710563,0.47714430000633
HDS,CMI,26,0.18775420118291875,0.6253420376056958,18.77542011641433,0.33553340000798926
HDS,LASSO,26,0.12628068129332848,0.8239645269319136,12.62806812807004,1.8346055999863893
HDS,Boruta,26,0.2680990375326411,0.4562516260304665,26.809903750583118,39.59133429999929
HDS,RF,26,0.12949145429277087,0.2797874961533643,12.949145427982172,1.7976315999985673
HDS,All-Features,26,0.1487288622415428,1.1623529268322546,14.872886222666992,0.01187950000166893
HDS,QMI-CFS,27,0.044700267590096154,0.7796077952813688,4.470026758562613,4.674059699987993
HDS,MI,27,0.42613685875735463,0.7868635917091384,42.6136858714741,0.44653570000082254
