dataset,method,replication,precision,recall,f1,specificity,n_selected,n_true,runtime
LLD,QMI-CFS (No Bootstrap),49,0.4,1.0,0.5714285714285715,0.625,10,4,0.09092789998976514
LLD,QMI-CFS (Conservative),49,0.6666666666666666,1.0,0.8,0.875,6,4,3.6278415999840945
LLD,QMI-CFS (Precision),49,0.6666666666666666,1.0,0.8,0.875,6,4,3.56746499997098
LLD,QMI-CFS (No Pairwise),49,0.6666666666666666,1.0,0.8,0.875,6,4,1.914621400006581
NLC,QMI-CFS (Full),0,0.375,0.75,0.5,0.6875,8,4,3.629749800020363
NLC,QMI-CFS (No Bootstrap),0,0.3,0.75,0.4285714285714285,0.5625,10,4,0.0825681000133045
NLC,QMI-CFS (Conservative),0,0.3333333333333333,0.75,0.46153846153846156,0.625,9,4,3.6438660999992862
NLC,QMI-CFS (Precision),0,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.809653200034518
NLC,QMI-CFS (No Pairwise),0,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,1.867076700029429
NLC,QMI-CFS (Full),1,0.375,0.75,0.5,0.6875,8,4,3.6457742000347935
NLC,QMI-CFS (No Bootstrap),1,0.3,0.75,0.4285714285714285,0.5625,10,4,0.0976772999856621
NLC,QMI-CFS (Conservative),1,0.375,0.75,0.5,0.6875,8,4,3.657053500006441
NLC,QMI-CFS (Precision),1,0.5,0.75,0.6,0.8125,6,4,3.554157899983693
NLC,QMI-CFS (No Pairwise),1,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,1.8701956999721006
NLC,QMI-CFS (Full),2,0.25,0.5,0.3333333333333333,0.625,8,4,3.5890390000422485
NLC,QMI-CFS (No Bootstrap),2,0.2,0.5,0.28571428571428575,0.5,10,4,0.07857560005504638
NLC,QMI-CFS (Conservative),2,0.25,0.5,0.3333333333333333,0.625,8,4,3.5989966000197455
NLC,QMI-CFS (Precision),2,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.559902500011958
NLC,QMI-CFS (No Pairwise),2,0.25,0.5,0.3333333333333333,0.625,8,4,1.8645017999806441
NLC,QMI-CFS (Full),3,0.3333333333333333,0.75,0.46153846153846156,0.625,9,4,3.622050100006163
NLC,QMI-CFS (No Bootstrap),3,0.3,0.75,0.4285714285714285,0.5625,10,4,0.08965259999968112
NLC,QMI-CFS (Conservative),3,0.3333333333333333,0.75,0.46153846153846156,0.625,9,4,3.5516930999583565
NLC,QMI-CFS (Precision),3,0.375,0.75,0.5,0.6875,8,4,3.584377499995753
NLC,QMI-CFS (No Pairwise),3,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,1.875578300037887
NLC,QMI-CFS (Full),4,0.3333333333333333,0.5,0.4,0.75,6,4,3.5548507000203244
NLC,QMI-CFS (No Bootstrap),4,0.3,0.75,0.4285714285714285,0.5625,10,4,0.07854999997653067
NLC,QMI-CFS (Conservative),4,0.3333333333333333,0.5,0.4,0.75,6,4,3.564091699954588
NLC,QMI-CFS (Precision),4,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.5649895999813452
NLC,QMI-CFS (No Pairwise),4,0.3333333333333333,0.5,0.4,0.75,6,4,1.8831078999792226
NLC,QMI-CFS (Full),5,0.25,0.5,0.3333333333333333,0.625,8,4,3.6058812999981456
NLC,QMI-CFS (No Bootstrap),5,0.2,0.5,0.28571428571428575,0.5,10,4,0.10798969998722896
NLC,QMI-CFS (Conservative),5,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.6868721999926493
NLC,QMI-CFS (Precision),5,0.25,0.5,0.3333333333333333,0.625,8,4,3.571381099987775
NLC,QMI-CFS (No Pairwise),5,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,1.8521909000119194
NLC,QMI-CFS (Full),6,0.25,0.5,0.3333333333333333,0.625,8,4,3.537506199965719
NLC,QMI-CFS (No Bootstrap),6,0.3,0.75,0.4285714285714285,0.5625,10,4,0.08626849995926023
NLC,QMI-CFS (Conservative),6,0.25,0.5,0.3333333333333333,0.625,8,4,3.5259731999831274
NLC,QMI-CFS (Precision),6,0.3333333333333333,0.75,0.46153846153846156,0.625,9,4,3.5108221999835223
NLC,QMI-CFS (No Pairwise),6,0.25,0.5,0.3333333333333333,0.625,8,4,1.8454865999519825
NLC,QMI-CFS (Full),7,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.5430168000166304
NLC,QMI-CFS (No Bootstrap),7,0.2,0.5,0.28571428571428575,0.5,10,4,0.08090950001496822
NLC,QMI-CFS (Conservative),7,0.3333333333333333,0.5,0.4,0.75,6,4,3.518436400045175
NLC,QMI-CFS (Precision),7,0.3333333333333333,0.5,0.4,0.75,6,4,3.5442364999908023
NLC,QMI-CFS (No Pairwise),7,0.3333333333333333,0.5,0.4,0.75,6,4,1.8621890000067651
NLC,QMI-CFS (Full),8,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.557773900043685
NLC,QMI-CFS (No Bootstrap),8,0.2,0.5,0.28571428571428575,0.5,10,4,0.09141140000429004
NLC,QMI-CFS (Conservative),8,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.503993599966634
NLC,QMI-CFS (Precision),8,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.4951193999731913
NLC,QMI-CFS (No Pairwise),8,0.3333333333333333,0.5,0.4,0.75,6,4,1.8315061000175774
NLC,QMI-CFS (Full),9,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.5435142000205815
NLC,QMI-CFS (No Bootstrap),9,0.3,0.75,0.4285714285714285,0.5625,10,4,0.08832859998801723
NLC,QMI-CFS (Conservative),9,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.519244599970989
NLC,QMI-CFS (Precision),9,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.4845650999923237
NLC,QMI-CFS (No Pairwise),9,0.3333333333333333,0.5,0.4,0.75,6,4,1.8458413000334986
NLC,QMI-CFS (Full),10,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,3.5658631999976933
NLC,QMI-CFS (No Bootstrap),10,0.3,0.75,0.4285714285714285,0.5625,10,4,0.08911260002059862
NLC,QMI-CFS (Conservative),10,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,3.573585500009358
NLC,QMI-CFS (Precision),10,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,3.529362900007982
NLC,QMI-CFS (No Pairwise),10,0.3333333333333333,0.5,0.4,0.75,6,4,1.8783181000035256
NLC,QMI-CFS (Full),11,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.63599979999708
NLC,QMI-CFS (No Bootstrap),11,0.3,0.75,0.4285714285714285,0.5625,10,4,0.0796573999687098
NLC,QMI-CFS (Conservative),11,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.5203593999613076
NLC,QMI-CFS (Precision),11,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.5149061999982223
NLC,QMI-CFS (No Pairwise),11,0.25,0.5,0.3333333333333333,0.625,8,4,1.8825130999903195
NLC,QMI-CFS (Full),12,0.375,0.75,0.5,0.6875,8,4,3.4855199999874458
NLC,QMI-CFS (No Bootstrap),12,0.3,0.75,0.4285714285714285,0.5625,10,4,0.08196500001940876
NLC,QMI-CFS (Conservative),12,0.3333333333333333,0.75,0.46153846153846156,0.625,9,4,3.508996600052342
NLC,QMI-CFS (Precision),12,0.25,0.5,0.3333333333333333,0.625,8,4,3.5619647999992594
NLC,QMI-CFS (No Pairwise),12,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,1.8816699999733828
NLC,QMI-CFS (Full),13,0.375,0.75,0.5,0.6875,8,4,3.581814699980896
NLC,QMI-CFS (No Bootstrap),13,0.3,0.75,0.4285714285714285,0.5625,10,4,0.08957690000534058
NLC,QMI-CFS (Conservative),13,0.3333333333333333,0.5,0.4,0.75,6,4,3.5721755999838933
NLC,QMI-CFS (Precision),13,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,3.54583250003634
NLC,QMI-CFS (No Pairwise),13,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,1.8668918999610469
NLC,QMI-CFS (Full),14,0.125,0.25,0.16666666666666666,0.5625,8,4,3.5351462000398897
NLC,QMI-CFS (No Bootstrap),14,0.2,0.5,0.28571428571428575,0.5,10,4,0.09211520000826567
NLC,QMI-CFS (Conservative),14,0.125,0.25,0.16666666666666666,0.5625,8,4,3.5546696000383236
NLC,QMI-CFS (Precision),14,0.1111111111111111,0.25,0.15384615384615383,0.5,9,4,3.6363404999719933
NLC,QMI-CFS (No Pairwise),14,0.14285714285714285,0.25,0.18181818181818182,0.625,7,4,1.8628993000020273
NLC,QMI-CFS (Full),15,0.25,0.5,0.3333333333333333,0.625,8,4,3.560669499973301
NLC,QMI-CFS (No Bootstrap),15,0.2,0.5,0.28571428571428575,0.5,10,4,0.0864082999760285
NLC,QMI-CFS (Conservative),15,0.25,0.5,0.3333333333333333,0.625,8,4,3.4961342999595217
NLC,QMI-CFS (Precision),15,0.2,0.5,0.28571428571428575,0.5,10,4,3.540094899944961
NLC,QMI-CFS (No Pairwise),15,0.25,0.5,0.3333333333333333,0.625,8,4,1.9248022999963723
NLC,QMI-CFS (Full),16,0.3333333333333333,0.5,0.4,0.75,6,4,3.637872299994342
NLC,QMI-CFS (No Bootstrap),16,0.2,0.5,0.28571428571428575,0.5,10,4,0.0989747999701649
NLC,QMI-CFS (Conservative),16,0.3333333333333333,0.5,0.4,0.75,6,4,3.652222000004258
NLC,QMI-CFS (Precision),16,0.3333333333333333,0.5,0.4,0.75,6,4,3.6154706000234
NLC,QMI-CFS (No Pairwise),16,0.3333333333333333,0.5,0.4,0.75,6,4,1.9161919999751262
NLC,QMI-CFS (Full),17,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.7096249999594875
NLC,QMI-CFS (No Bootstrap),17,0.3,0.75,0.4285714285714285,0.5625,10,4,0.08534669998334721
NLC,QMI-CFS (Conservative),17,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.674423000018578
NLC,QMI-CFS (Precision),17,0.375,0.75,0.5,0.6875,8,4,3.670085999998264
NLC,QMI-CFS (No Pairwise),17,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,1.9050612000282854
NLC,QMI-CFS (Full),18,0.25,0.5,0.3333333333333333,0.625,8,4,3.6634055000031367
NLC,QMI-CFS (No Bootstrap),18,0.3,0.75,0.4285714285714285,0.5625,10,4,0.10599219996947795
NLC,QMI-CFS (Conservative),18,0.25,0.5,0.3333333333333333,0.625,8,4,3.722102800034918
NLC,QMI-CFS (Precision),18,0.25,0.5,0.3333333333333333,0.625,8,4,3.6046489999862388
NLC,QMI-CFS (No Pairwise),18,0.25,0.5,0.3333333333333333,0.625,8,4,1.9670535000041127
NLC,QMI-CFS (Full),19,0.375,0.75,0.5,0.6875,8,4,3.6090254000155255
NLC,QMI-CFS (No Bootstrap),19,0.3,0.75,0.4285714285714285,0.5625,10,4,0.08287709997966886
NLC,QMI-CFS (Conservative),19,0.375,0.75,0.5,0.6875,8,4,3.694256899994798
NLC,QMI-CFS (Precision),19,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.6579425999661908
NLC,QMI-CFS (No Pairwise),19,0.375,0.75,0.5,0.6875,8,4,1.9107316000154242
NLC,QMI-CFS (Full),20,0.25,0.5,0.3333333333333333,0.625,8,4,3.7012613999540918
NLC,QMI-CFS (No Bootstrap),20,0.3,0.75,0.4285714285714285,0.5625,10,4,0.1001232999842614
NLC,QMI-CFS (Conservative),20,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.659300400002394
NLC,QMI-CFS (Precision),20,0.25,0.5,0.3333333333333333,0.625,8,4,3.529867600009311
NLC,QMI-CFS (No Pairwise),20,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,1.8571163999731652
NLC,QMI-CFS (Full),21,0.25,0.5,0.3333333333333333,0.625,8,4,3.543181400047615
NLC,QMI-CFS (No Bootstrap),21,0.4,1.0,0.5714285714285715,0.625,10,4,0.09685809997608885
NLC,QMI-CFS (Conservative),21,0.25,0.5,0.3333333333333333,0.625,8,4,3.4966529999510385
NLC,QMI-CFS (Precision),21,0.25,0.5,0.3333333333333333,0.625,8,4,3.615168599993922
NLC,QMI-CFS (No Pairwise),21,0.25,0.5,0.3333333333333333,0.625,8,4,1.8854471000377089
NLC,QMI-CFS (Full),22,0.25,0.5,0.3333333333333333,0.625,8,4,3.6312502999790013
NLC,QMI-CFS (No Bootstrap),22,0.2,0.5,0.28571428571428575,0.5,10,4,0.08206280000740662
NLC,QMI-CFS (Conservative),22,0.25,0.5,0.3333333333333333,0.625,8,4,3.5481764000141993
NLC,QMI-CFS (Precision),22,0.25,0.5,0.3333333333333333,0.625,8,4,3.582785499980673
NLC,QMI-CFS (No Pairwise),22,0.25,0.5,0.3333333333333333,0.625,8,4,1.8769257999956608
NLC,QMI-CFS (Full),23,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.533844500023406
NLC,QMI-CFS (No Bootstrap),23,0.2,0.5,0.28571428571428575,0.5,10,4,0.08633849996840581
NLC,QMI-CFS (Conservative),23,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.5604860999737866
NLC,QMI-CFS (Precision),23,0.25,0.5,0.3333333333333333,0.625,8,4,3.5951172999921255
NLC,QMI-CFS (No Pairwise),23,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,1.8377436000155285
NLC,QMI-CFS (Full),24,0.3333333333333333,0.5,0.4,0.75,6,4,3.6086391000426374
NLC,QMI-CFS (No Bootstrap),24,0.2,0.5,0.28571428571428575,0.5,10,4,0.09341949998633936
NLC,QMI-CFS (Conservative),24,0.3333333333333333,0.5,0.4,0.75,6,4,3.6230418999912217
NLC,QMI-CFS (Precision),24,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.5180867000017315
NLC,QMI-CFS (No Pairwise),24,0.3333333333333333,0.5,0.4,0.75,6,4,1.9038423000019975
NLC,QMI-CFS (Full),25,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.556260699988343
NLC,QMI-CFS (No Bootstrap),25,0.2,0.5,0.28571428571428575,0.5,10,4,0.07845249999081716
NLC,QMI-CFS (Conservative),25,0.25,0.5,0.3333333333333333,0.625,8,4,3.4842841000063345
NLC,QMI-CFS (Precision),25,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.505272699985653
NLC,QMI-CFS (No Pairwise),25,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,1.8407411000225693
NLC,QMI-CFS (Full),26,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.5467537000076845
NLC,QMI-CFS (No Bootstrap),26,0.3,0.75,0.4285714285714285,0.5625,10,4,0.07994799996959046
NLC,QMI-CFS (Conservative),26,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.5860309000127017
NLC,QMI-CFS (Precision),26,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.4849986999761313
NLC,QMI-CFS (No Pairwise),26,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,1.8660732000134885
NLC,QMI-CFS (Full),27,0.5,0.75,0.6,0.8125,6,4,3.4770014999667183
NLC,QMI-CFS (No Bootstrap),27,0.3,0.75,0.4285714285714285,0.5625,10,4,0.081296399992425
NLC,QMI-CFS (Conservative),27,0.5,0.75,0.6,0.8125,6,4,3.4748902000137605
NLC,QMI-CFS (Precision),27,0.5,0.75,0.6,0.8125,6,4,3.488513200019952
NLC,QMI-CFS (No Pairwise),27,0.5,0.75,0.6,0.8125,6,4,1.833259699982591
NLC,QMI-CFS (Full),28,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.5000330000184476
NLC,QMI-CFS (No Bootstrap),28,0.2,0.5,0.28571428571428575,0.5,10,4,0.09269100002711639
NLC,QMI-CFS (Conservative),28,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.5245215999893844
NLC,QMI-CFS (Precision),28,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.4951230000006035
NLC,QMI-CFS (No Pairwise),28,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,1.8458396999631077
NLC,QMI-CFS (Full),29,0.3333333333333333,0.5,0.4,0.75,6,4,3.5425525999744423
NLC,QMI-CFS (No Bootstrap),29,0.3,0.75,0.4285714285714285,0.5625,10,4,0.0978633999475278
NLC,QMI-CFS (Conservative),29,0.3333333333333333,0.5,0.4,0.75,6,4,3.458553700009361
NLC,QMI-CFS (Precision),29,0.3333333333333333,0.5,0.4,0.75,6,4,3.5221966999815777
NLC,QMI-CFS (No Pairwise),29,0.3333333333333333,0.5,0.4,0.75,6,4,1.846819200029131
NLC,QMI-CFS (Full),30,0.375,0.75,0.5,0.6875,8,4,3.517516399966553
NLC,QMI-CFS (No Bootstrap),30,0.3,0.75,0.4285714285714285,0.5625,10,4,0.08538870001211762
NLC,QMI-CFS (Conservative),30,0.375,0.75,0.5,0.6875,8,4,3.512459799996577
NLC,QMI-CFS (Precision),30,0.375,0.75,0.5,0.6875,8,4,3.558131899975706
NLC,QMI-CFS (No Pairwise),30,0.3333333333333333,0.75,0.46153846153846156,0.625,9,4,1.8344874000176787
NLC,QMI-CFS (Full),31,0.25,0.5,0.3333333333333333,0.625,8,4,3.522063700016588
NLC,QMI-CFS (No Bootstrap),31,0.2,0.5,0.28571428571428575,0.5,10,4,0.09149030002299696
NLC,QMI-CFS (Conservative),31,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.5183682999922894
NLC,QMI-CFS (Precision),31,0.25,0.5,0.3333333333333333,0.625,8,4,3.5107762000407092
NLC,QMI-CFS (No Pairwise),31,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,1.860641699982807
NLC,QMI-CFS (Full),32,0.3333333333333333,0.5,0.4,0.75,6,4,3.5350858999881893
NLC,QMI-CFS (No Bootstrap),32,0.3,0.75,0.4285714285714285,0.5625,10,4,0.09459250001236796
NLC,QMI-CFS (Conservative),32,0.3333333333333333,0.5,0.4,0.75,6,4,3.500615800032392
NLC,QMI-CFS (Precision),32,0.375,0.75,0.5,0.6875,8,4,3.5101571999839507
NLC,QMI-CFS (No Pairwise),32,0.3333333333333333,0.5,0.4,0.75,6,4,1.8278383999713697
NLC,QMI-CFS (Full),33,0.25,0.5,0.3333333333333333,0.625,8,4,3.5082905999734066
NLC,QMI-CFS (No Bootstrap),33,0.2,0.5,0.28571428571428575,0.5,10,4,0.0880225999862887
NLC,QMI-CFS (Conservative),33,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.547523099987302
NLC,QMI-CFS (Precision),33,0.25,0.5,0.3333333333333333,0.625,8,4,3.5643717999919318
NLC,QMI-CFS (No Pairwise),33,0.3333333333333333,0.5,0.4,0.75,6,4,1.8985761000076309
NLC,QMI-CFS (Full),34,0.2,0.25,0.22222222222222224,0.75,5,4,3.51739459997043
NLC,QMI-CFS (No Bootstrap),34,0.2,0.5,0.28571428571428575,0.5,10,4,0.08196860004682094
NLC,QMI-CFS (Conservative),34,0.2,0.25,0.22222222222222224,0.75,5,4,3.510269300022628
NLC,QMI-CFS (Precision),34,0.16666666666666666,0.25,0.2,0.6875,6,4,3.5411320000421256
NLC,QMI-CFS (No Pairwise),34,0.2,0.25,0.22222222222222224,0.75,5,4,1.9134909000131302
NLC,QMI-CFS (Full),35,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,3.549338600016199
NLC,QMI-CFS (No Bootstrap),35,0.3,0.75,0.4285714285714285,0.5625,10,4,0.0769402000005357
NLC,QMI-CFS (Conservative),35,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,3.442090000025928
NLC,QMI-CFS (Precision),35,0.375,0.75,0.5,0.6875,8,4,3.524382700037677
NLC,QMI-CFS (No Pairwise),35,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,1.8856509000179358
NLC,QMI-CFS (Full),36,0.3333333333333333,0.5,0.4,0.75,6,4,3.6307989999768324
NLC,QMI-CFS (No Bootstrap),36,0.2,0.5,0.28571428571428575,0.5,10,4,0.07965410000178963
NLC,QMI-CFS (Conservative),36,0.4,0.5,0.4444444444444445,0.8125,5,4,3.728450900001917
NLC,QMI-CFS (Precision),36,0.3333333333333333,0.5,0.4,0.75,6,4,3.6804614999564365
NLC,QMI-CFS (No Pairwise),36,0.3333333333333333,0.5,0.4,0.75,6,4,1.965066799952183
NLC,QMI-CFS (Full),37,0.3333333333333333,0.5,0.4,0.75,6,4,3.5779659999534488
NLC,QMI-CFS (No Bootstrap),37,0.2,0.5,0.28571428571428575,0.5,10,4,0.09586120001040399
NLC,QMI-CFS (Conservative),37,0.3333333333333333,0.5,0.4,0.75,6,4,3.688743000035174
NLC,QMI-CFS (Precision),37,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.6094674000050873
NLC,QMI-CFS (No Pairwise),37,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,1.9101642000023276
NLC,QMI-CFS (Full),38,0.25,0.5,0.3333333333333333,0.625,8,4,3.6740366000449285
NLC,QMI-CFS (No Bootstrap),38,0.3,0.75,0.4285714285714285,0.5625,10,4,0.08483110001543537
NLC,QMI-CFS (Conservative),38,0.25,0.5,0.3333333333333333,0.625,8,4,3.6508867000229657
NLC,QMI-CFS (Precision),38,0.25,0.5,0.3333333333333333,0.625,8,4,3.760818200011272
NLC,QMI-CFS (No Pairwise),38,0.25,0.5,0.3333333333333333,0.625,8,4,1.9591002999804914
NLC,QMI-CFS (Full),39,0.375,0.75,0.5,0.6875,8,4,3.690705800021533
NLC,QMI-CFS (No Bootstrap),39,0.4,1.0,0.5714285714285715,0.625,10,4,0.08000379998702556
NLC,QMI-CFS (Conservative),39,0.375,0.75,0.5,0.6875,8,4,3.580111899995245
NLC,QMI-CFS (Precision),39,0.375,0.75,0.5,0.6875,8,4,3.504254499974195
NLC,QMI-CFS (No Pairwise),39,0.375,0.75,0.5,0.6875,8,4,1.8456665000412613
NLC,QMI-CFS (Full),40,0.25,0.5,0.3333333333333333,0.625,8,4,3.6000309999799356
NLC,QMI-CFS (No Bootstrap),40,0.3,0.75,0.4285714285714285,0.5625,10,4,0.09156149998307228
NLC,QMI-CFS (Conservative),40,0.25,0.5,0.3333333333333333,0.625,8,4,3.525563200004399
NLC,QMI-CFS (Precision),40,0.25,0.5,0.3333333333333333,0.625,8,4,3.5771414000191726
NLC,QMI-CFS (No Pairwise),40,0.25,0.5,0.3333333333333333,0.625,8,4,1.9060111999860965
NLC,QMI-CFS (Full),41,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.627908500027843
NLC,QMI-CFS (No Bootstrap),41,0.4,1.0,0.5714285714285715,0.625,10,4,0.08009090000996366
NLC,QMI-CFS (Conservative),41,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.554999999993015
NLC,QMI-CFS (Precision),41,0.3333333333333333,0.5,0.4,0.75,6,4,3.555875800026115
NLC,QMI-CFS (No Pairwise),41,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,1.8770913000334986
NLC,QMI-CFS (Full),42,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.5664824999985285
NLC,QMI-CFS (No Bootstrap),42,0.3,0.75,0.4285714285714285,0.5625,10,4,0.10128110001096502
NLC,QMI-CFS (Conservative),42,0.25,0.5,0.3333333333333333,0.625,8,4,3.5288234000327066
NLC,QMI-CFS (Precision),42,0.375,0.75,0.5,0.6875,8,4,3.5477324000094086
NLC,QMI-CFS (No Pairwise),42,0.375,0.75,0.5,0.6875,8,4,1.8504878000239842
NLC,QMI-CFS (Full),43,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.590825799969025
NLC,QMI-CFS (No Bootstrap),43,0.3,0.75,0.4285714285714285,0.5625,10,4,0.08260830002836883
NLC,QMI-CFS (Conservative),43,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.530134000000544
NLC,QMI-CFS (Precision),43,0.25,0.5,0.3333333333333333,0.625,8,4,3.567018100002315
NLC,QMI-CFS (No Pairwise),43,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,1.8810610999935307
NLC,QMI-CFS (Full),44,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.514144800021313
NLC,QMI-CFS (No Bootstrap),44,0.3,0.75,0.4285714285714285,0.5625,10,4,0.09235029999399558
NLC,QMI-CFS (Conservative),44,0.3333333333333333,0.5,0.4,0.75,6,4,3.466348099987954
NLC,QMI-CFS (Precision),44,0.25,0.5,0.3333333333333333,0.625,8,4,3.487184299970977
NLC,QMI-CFS (No Pairwise),44,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,1.8488840999780223
NLC,QMI-CFS (Full),45,0.25,0.5,0.3333333333333333,0.625,8,4,3.51476420002291
NLC,QMI-CFS (No Bootstrap),45,0.2,0.5,0.28571428571428575,0.5,10,4,0.09161480003967881
NLC,QMI-CFS (Conservative),45,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.5125383000122383
NLC,QMI-CFS (Precision),45,0.25,0.5,0.3333333333333333,0.625,8,4,3.555326799978502
NLC,QMI-CFS (No Pairwise),45,0.25,0.5,0.3333333333333333,0.625,8,4,1.8565857999492437
NLC,QMI-CFS (Full),46,0.16666666666666666,0.25,0.2,0.6875,6,4,3.5287953999941237
NLC,QMI-CFS (No Bootstrap),46,0.2,0.5,0.28571428571428575,0.5,10,4,0.08719779999228194
NLC,QMI-CFS (Conservative),46,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,3.5131437000236474
NLC,QMI-CFS (Precision),46,0.2,0.25,0.22222222222222224,0.75,5,4,3.5404926000046544
NLC,QMI-CFS (No Pairwise),46,0.2857142857142857,0.5,0.36363636363636365,0.6875,7,4,1.849276099994313
NLC,QMI-CFS (Full),47,0.4444444444444444,1.0,0.6153846153846153,0.6875,9,4,3.495321900001727
NLC,QMI-CFS (No Bootstrap),47,0.4,1.0,0.5714285714285715,0.625,10,4,0.08305359998485073
NLC,QMI-CFS (Conservative),47,0.4444444444444444,1.0,0.6153846153846153,0.6875,9,4,3.4935509000206366
NLC,QMI-CFS (Precision),47,0.42857142857142855,0.75,0.5454545454545454,0.75,7,4,3.5062648999737576
NLC,QMI-CFS (No Pairwise),47,0.375,0.75,0.5,0.6875,8,4,1.8241418999969028
NLC,QMI-CFS (Full),48,0.16666666666666666,0.25,0.2,0.6875,6,4,3.508002699993085
NLC,QMI-CFS (No Bootstrap),48,0.3,0.75,0.4285714285714285,0.5625,10,4,0.08572549995733425
NLC,QMI-CFS (Conservative),48,0.16666666666666666,0.25,0.2,0.6875,6,4,3.5129956000018865
NLC,QMI-CFS (Precision),48,0.14285714285714285,0.25,0.18181818181818182,0.625,7,4,3.531585599994287
NLC,QMI-CFS (No Pairwise),48,0.14285714285714285,0.25,0.18181818181818182,0.625,7,4,1.871431500010658
NLC,QMI-CFS (Full),49,0.375,0.75,0.5,0.6875,8,4,3.6146946999942884
NLC,QMI-CFS (No Bootstrap),49,0.3,0.75,0.4285714285714285,0.5625,10,4,0.08004770003026351
NLC,QMI-CFS (Conservative),49,0.375,0.75,0.5,0.6875,8,4,3.4914613000000827
NLC,QMI-CFS (Precision),49,0.375,0.75,0.5,0.6875,8,4,3.540418300020974
NLC,QMI-CFS (No Pairwise),49,0.375,0.75,0.5,0.6875,8,4,1.8377309999777935
HDS,QMI-CFS (Full),0,0.14705882352941177,1.0,0.25641025641025644,0.6947368421052632,34,5,18.110414700000547
HDS,QMI-CFS (No Bootstrap),0,0.1,1.0,0.18181818181818182,0.5263157894736842,50,5,1.2753879999509081
