n_samples,method,replication,f1,ate_error,runtime
250,MI,9,0.20000000000000004,1.1673817876828334,0.07182920002378523
250,CMI,9,0.4000000000000001,1.2930030375903896,0.03766380000161007
250,LASSO,9,0.5,0.041034155422995156,0.26327489997493103
250,Boruta,9,0.6666666666666665,0.6192704861930989,18.924211799982004
250,RF,9,0.5714285714285715,0.9106304034203632,1.0830585000221618
250,All-Features,9,0.5,0.041034155422995156,0.005217700032517314
250,QMI-CFS,10,0.7272727272727272,0.41201784192654367,2.471602100005839
250,MI,10,0.6,0.7199813219492981,0.058163899986539036
250,CMI,10,1.0,0.13107354943882177,0.03779440000653267
250,LASSO,10,0.5,0.1311464666516149,0.2534812000230886
250,Boruta,10,0.888888888888889,0.3636851820670426,22.375488799996674
250,RF,10,0.5714285714285715,0.9318476485870484,1.1947447000420652
250,All-Features,10,0.5,0.1311464666516149,0.0032728000078350306
250,QMI-CFS,11,0.6,0.6046800103764123,2.3986017999704927
250,MI,11,0.6,0.6496011210235855,0.06089990003965795
250,CMI,11,0.8000000000000002,0.4207539185293361,0.036596200021449476
250,LASSO,11,0.5555555555555556,0.16673579306945507,0.2567112999968231
250,Boruta,11,0.7499999999999999,0.6018767046640692,18.45455820002826
250,RF,11,0.5714285714285715,0.7637048634053363,1.07056730001932
250,All-Features,11,0.5,0.16940933389001245,0.0037683999980799854
250,QMI-CFS,12,0.6666666666666666,0.19327402066858967,2.4154368999879807
250,MI,12,0.4000000000000001,0.8228004646956824,0.058916799956932664
250,CMI,12,0.4000000000000001,0.8259898629350544,0.048699599981773645
250,LASSO,12,0.5555555555555556,0.00261599507398258,0.26541539997560903
250,Boruta,12,1.0,0.010447333103191347,9.620508199965116
250,RF,12,0.5714285714285715,0.7774657265232423,1.150005599949509
250,All-Features,12,0.5,0.007522638938005866,0.0033759999787434936
250,QMI-CFS,13,0.6,0.6895983974418609,2.4107185000320897
250,MI,13,0.20000000000000004,1.004862823118732,0.053194599982816726
250,CMI,13,0.6,0.7001078977396054,0.04401439998764545
250,LASSO,13,0.5263157894736842,0.14099137596982914,0.2581690000370145
250,Boruta,13,0.7499999999999999,0.5473508542947787,22.09661559999222
250,RF,13,0.5714285714285715,0.7323882454682389,1.085384999983944
250,All-Features,13,0.5,0.1434155284373495,0.005994400009512901
250,QMI-CFS,14,0.8333333333333333,0.0892061147503802,2.4049502999987453
250,MI,14,1.0,0.03698826316975623,0.05282789998454973
250,CMI,14,0.6,0.9176737190968369,0.03497520001837984
250,LASSO,14,0.5,0.09208525920935196,0.24998480000067502
250,Boruta,14,1.0,0.03698826316975623,13.463873900007457
250,RF,14,0.5714285714285715,1.2381207663012992,1.0648000000510365
250,All-Features,14,0.5,0.09208525920935196,0.005378000030759722
250,QMI-CFS,15,0.6666666666666666,0.22692456942869743,2.3882718000095338
250,MI,15,0.20000000000000004,0.8339414006631385,0.05086909997044131
250,CMI,15,0.8000000000000002,0.07194579174675875,0.03608489996986464
250,LASSO,15,0.5,0.08913970938850024,0.2552711999742314
250,Boruta,15,0.7499999999999999,0.27487692151427856,22.072289199975785
250,RF,15,0.5714285714285715,0.4075020853306932,1.0510848000412807
250,All-Features,15,0.5,0.08913970938850024,0.003632000007200986
250,QMI-CFS,16,0.7692307692307693,0.12340983628115154,2.414087599958293
250,MI,16,0.8000000000000002,0.38413929213731457,0.06766299996525049
250,CMI,16,0.6,0.7942669305991412,0.04031269997358322
250,LASSO,16,0.5,0.07767674907959199,0.2608825999777764
250,Boruta,16,0.888888888888889,0.3512597917458429,24.099430900008883
250,RF,16,0.5714285714285715,0.9053983036677073,1.114028399984818
250,All-Features,16,0.5,0.07767674907959199,0.0031394000397995114
250,QMI-CFS,17,0.7272727272727272,0.002125028687287589,2.415640000021085
250,MI,17,0.4000000000000001,0.6187867716112891,0.06498530000681058
250,CMI,17,0.6,0.3112162772300797,0.038803900009952486
250,LASSO,17,0.5555555555555556,0.11427587863072297,0.24656610004603863
250,Boruta,17,0.888888888888889,0.0639544215590162,26.533004899974912
250,RF,17,0.5714285714285715,0.5073997438494171,2.29625399998622
250,All-Features,17,0.5,0.10118249212992625,0.006318800034932792
250,QMI-CFS,18,0.4000000000000001,1.0730388536972,7.33870190003654
250,MI,18,0.20000000000000004,1.16147271741609,0.11459439998725429
250,CMI,18,0.4000000000000001,0.8312791774832289,0.09257400000933558
250,LASSO,18,0.5,0.12994318261408422,0.6899326999555342
250,Boruta,18,0.7499999999999999,0.6057449405623001,47.42297290003626
250,RF,18,0.5714285714285715,0.8094724008757552,2.3911393000162207
250,All-Features,18,0.5,0.12994318261408422,0.007776800019200891
250,QMI-CFS,19,0.5454545454545454,0.6546142366566214,8.830127900000662
250,MI,19,1.0,0.16455772120544232,0.12303719995543361
250,CMI,19,0.8000000000000002,0.5106507301048304,0.080180500051938
250,LASSO,19,0.5,0.09680903089791948,0.6549991999636404
250,Boruta,19,0.7499999999999999,0.66394508876499,28.540377199999057
250,RF,19,0.5714285714285715,0.9744389619009666,1.0856534999911673
250,All-Features,19,0.5,0.09680903089791948,0.00530270003946498
250,QMI-CFS,20,0.6666666666666666,0.5343304302230276,2.4142298999940977
250,MI,20,0.6,0.7187023547349054,0.05230310000479221
250,CMI,20,0.8000000000000002,0.42853009767675543,0.03627689997665584
250,LASSO,20,0.5,0.09708740744234579,0.25916849996428937
250,Boruta,20,0.888888888888889,0.3675488281333754,18.68785739998566
250,RF,20,0.5714285714285715,1.0066288612936751,1.1417738000163808
250,All-Features,20,0.5,0.09708740744234579,0.005376000015530735
250,QMI-CFS,21,0.7272727272727272,0.33414614246547725,2.4278718999703415
250,MI,21,0.6,0.7853102561831085,0.052306100027635694
250,CMI,21,1.0,0.1174416467805548,0.03479720000177622
250,LASSO,21,0.625,0.1989117938036653,0.26026000001002103
250,Boruta,21,0.8000000000000002,0.2130173495683545,23.49543700000504
250,RF,21,0.5714285714285715,0.896804906758939,1.1752876000246033
250,All-Features,21,0.5,0.19625999832697705,0.005822799983434379
250,QMI-CFS,22,0.6,0.7993425873146398,2.4674610999645665
250,MI,22,0.6,0.6570880333954645,0.08025089994771406
250,CMI,22,0.4000000000000001,1.106994654350876,0.0351210999651812
250,LASSO,22,0.5,0.11296887809926837,0.2638328000321053
250,Boruta,22,0.7499999999999999,0.5947881743825509,23.202517100027762
250,RF,22,0.5714285714285715,0.9364724685869259,1.061861400026828
250,All-Features,22,0.5,0.11296887809926837,0.004876499995589256
250,QMI-CFS,23,0.5454545454545454,0.6082886538209942,2.410558999981731
250,MI,23,0.4000000000000001,0.8502902557052101,0.06202409998513758
250,CMI,23,0.4000000000000001,0.9053923710170912,0.046549799968488514
250,LASSO,23,0.5,0.11161161985211643,0.2615015000337735
250,Boruta,23,0.7499999999999999,0.4537097385257276,20.927760899998248
250,RF,23,0.5714285714285715,0.7581599791947662,1.0813402999774553
250,All-Features,23,0.5,0.11161161985211643,0.0056143999681808054
250,QMI-CFS,24,0.6666666666666666,0.12737677491262467,2.392923899984453
250,MI,24,0.20000000000000004,1.034601687643848,0.0591615000157617
250,CMI,24,0.6,0.5684626481890853,0.040599900006782264
250,LASSO,24,0.5,0.01867974612153467,0.253567399980966
250,Boruta,24,0.5714285714285715,0.6576187180644499,14.846921000047587
250,RF,24,0.5714285714285715,0.6253053358377323,1.079081200005021
250,All-Features,24,0.5,0.01867974612153467,0.0037988999974913895
250,QMI-CFS,25,0.7142857142857143,0.0769341709981155,2.432987400039565
250,MI,25,0.6,0.43235555824852945,0.05174809996969998
250,CMI,25,0.6,0.45874318819924786,0.03761990001657978
250,LASSO,25,0.5,0.12867799194510243,0.2525029999669641
250,Boruta,25,1.0,0.12894929901501917,23.743032400030643
250,RF,25,0.5714285714285715,0.66063697591819,1.165727500047069
250,All-Features,25,0.5,0.12867799194510243,0.00594259996432811
250,QMI-CFS,26,0.6666666666666666,0.16218162972695094,2.4365166000206955
250,MI,26,0.6,0.6221770188670153,0.061076699988916516
250,CMI,26,0.20000000000000004,1.2263078041872695,0.034744400007184595
250,LASSO,26,0.5,0.15109671780575584,0.25951880001230165
250,Boruta,26,0.888888888888889,0.1736371006202555,23.692984299967065
250,RF,26,0.5714285714285715,0.6472333546590119,1.0727243999717757
250,All-Features,26,0.5,0.15109671780575584,0.004974799987394363
250,QMI-CFS,27,0.5454545454545454,0.6658324597213188,2.3980985999805853
250,MI,27,0.6,0.5650671418123459,0.06348279997473583
250,CMI,27,0.6,0.658346347000724,0.04196310002589598
250,LASSO,27,0.5,0.07276147884562079,0.26295100001152605
250,Boruta,27,0.7499999999999999,0.5513564731029574,12.946718399995007
250,RF,27,0.5714285714285715,0.817227296471787,1.0597565999487415
250,All-Features,27,0.5,0.07276147884562079,0.0040152000146918
250,QMI-CFS,28,0.7272727272727272,0.5076534208327619,2.4271174000459723
250,MI,28,0.4000000000000001,1.1462976673910754,0.049687699996866286
250,CMI,28,0.6,1.0970627582846526,0.050228399981278926
250,LASSO,28,0.5555555555555556,0.11371551661516266,0.24995689996285364
250,Boruta,28,0.7499999999999999,0.6723426147733145,23.676487499964423
250,RF,28,0.5714285714285715,1.0965087089019327,1.273009299999103
250,All-Features,28,0.5,0.1232548076140021,0.004874300037045032
250,QMI-CFS,29,0.5,0.2413836889626575,2.436415100004524
250,MI,29,0.4000000000000001,0.42871294304240903,0.05192270001862198
250,CMI,29,0.6,0.306234739318342,0.034792000020388514
250,LASSO,29,0.5,0.1949223332799801,0.24670530000003055
250,Boruta,29,0.7499999999999999,0.06202940414878766,21.43427020002855
250,RF,29,0.5714285714285715,0.3610812473565339,1.3170524999732152
250,All-Features,29,0.5,0.1949223332799801,0.005301700031850487
250,QMI-CFS,30,0.3636363636363636,0.8971703980544317,2.4058209999930114
250,MI,30,0.6,0.4984205609960686,0.05154040001798421
250,CMI,30,0.6,0.7788762709705987,0.03498679999029264
250,LASSO,30,0.5263157894736842,0.06775592094490523,0.25432899995939806
250,Boruta,30,0.5714285714285715,0.9431140416682258,23.1125730999629
250,RF,30,0.5714285714285715,0.9431140416682258,1.1766696000122465
250,All-Features,30,0.5,0.06315086641874057,0.0032401999924331903
250,QMI-CFS,31,0.5454545454545454,0.463528206245567,2.4042855000006966
250,MI,31,0.6,0.5093403794833331,0.05141020001610741
250,CMI,31,0.4000000000000001,0.9025544781338088,0.03690649999771267
250,LASSO,31,0.5555555555555556,0.20690673143126048,0.26692439999897033
250,Boruta,31,0.7499999999999999,0.5059981080802363,18.35490099998424
250,RF,31,0.5714285714285715,0.7236327830430507,1.1225708000129089
250,All-Features,31,0.5,0.22233473392501235,0.004510900005698204
250,QMI-CFS,32,0.6666666666666665,0.5081505808299949,2.4151917999843135
250,MI,32,0.8000000000000002,0.12710372404844827,0.05141749995527789
250,CMI,32,0.6,0.9782677810190079,0.04573600000003353
250,LASSO,32,0.5,0.1662449403432702,0.2780172000057064
250,Boruta,32,0.7499999999999999,0.4991910840443863,21.4882766000228
250,RF,32,0.5714285714285715,0.9245785357893745,1.1064839999889955
250,All-Features,32,0.5,0.1662449403432702,0.003525699954479933
250,QMI-CFS,33,0.6153846153846154,0.47574941545880667,2.377226599957794
250,MI,33,0.8000000000000002,0.5976625747241309,0.053237800020724535
250,CMI,33,0.4000000000000001,0.37737668758328935,0.03495230001863092
250,LASSO,33,0.5,0.4381919221620265,0.2583619999932125
250,Boruta,33,0.7499999999999999,0.4029418409617651,24.373567300033756
250,RF,33,0.5714285714285715,0.004785012851655779,1.259248899994418
250,All-Features,33,0.5,0.4381919221620265,0.005053600005339831
250,QMI-CFS,34,0.6666666666666666,0.3716353431458854,2.3990294999675825
250,MI,34,0.6,0.6681236775066477,0.05054979998385534
250,CMI,34,0.8000000000000002,0.30182043290977534,0.0340297999791801
250,LASSO,34,0.5263157894736842,0.20822290362789042,0.2470525000244379
250,Boruta,34,0.888888888888889,0.2619861613046597,15.2180486000143
250,RF,34,0.5714285714285715,0.9065103600831241,1.13251849997323
250,All-Features,34,0.5,0.20670827931905666,0.003325900004711002
250,QMI-CFS,35,0.5,0.5773413608548363,2.4041345000150613
250,MI,35,0.4000000000000001,0.833722687651945,0.05151860002661124
250,CMI,35,0.6,1.0283371218800523,0.0355437999824062
250,LASSO,35,0.5,0.13544424597145133,0.2490630999673158
250,Boruta,35,0.888888888888889,0.2748319288074099,23.44685170002049
250,RF,35,0.5714285714285715,0.9849376652842499,1.1175630000070669
250,All-Features,35,0.5,0.13544424597145133,0.007042500015813857
250,QMI-CFS,36,0.7272727272727272,0.6676646573752096,2.3931943000061437
250,MI,36,0.6,0.7934684198158228,0.058202599990181625
250,CMI,36,0.4000000000000001,1.1247297868559816,0.03563870000652969
250,LASSO,36,0.5,0.16808425986651399,0.2458607000298798
250,Boruta,36,0.888888888888889,0.6242430692127137,22.59735339996405
250,RF,36,0.5714285714285715,1.2275241689413425,1.116972399991937
250,All-Features,36,0.5,0.16808425986651399,0.005081299983430654
250,QMI-CFS,37,0.9090909090909091,0.3037771111009142,2.4315326000214554
250,MI,37,0.6,0.6739259381034888,0.058135900006163865
250,CMI,37,0.6,0.6131116264944856,0.038581700006034225
250,LASSO,37,0.5263157894736842,0.14325100961347292,0.26916279998840764
250,Boruta,37,1.0,0.29176972809235746,13.517713899957016
250,RF,37,0.5714285714285715,0.7390391409714474,1.0549516000319272
250,All-Features,37,0.5,0.1530683796398451,0.0032505999552085996
250,QMI-CFS,38,0.7692307692307693,0.17650410406235473,2.4276864000130445
250,MI,38,0.6,0.7038756333975074,0.05252919998019934
250,CMI,38,0.6,0.7918801567815752,0.04093240003567189
250,LASSO,38,0.5,0.12128483535985479,0.27882269996916875
250,Boruta,38,1.0,0.12866145356157443,20.95574179996038
250,RF,38,0.5714285714285715,0.9621438368093411,1.2463325999560766
250,All-Features,38,0.5,0.12128483535985479,0.0061295999912545085
250,QMI-CFS,39,0.5454545454545454,0.4052647599470003,2.435333300032653
250,MI,39,0.8000000000000002,0.3970944347823111,0.05237150000175461
250,CMI,39,0.6,0.5765855050330764,0.03451059997314587
250,LASSO,39,0.5,0.10266198124115178,0.24742629996035248
250,Boruta,39,0.888888888888889,0.2373818659607161,21.0275219999603
250,RF,39,0.5714285714285715,0.7128191768763008,1.0749192999792285
250,All-Features,39,0.5,0.10266198124115178,0.0060258000157773495
250,QMI-CFS,40,0.6666666666666666,0.1773853403236716,2.425115999998525
250,MI,40,0.4000000000000001,0.5897009219850426,0.05064839997794479
250,CMI,40,0.6,0.5583041048995092,0.03450760000851005
250,LASSO,40,0.5263157894736842,0.12136778553454941,0.2542799999937415
250,Boruta,40,0.888888888888889,0.019624364957721685,7.472451900015585
250,RF,40,0.5714285714285715,0.6726696478042404,1.3372883999836631
250,All-Features,40,0.5,0.120826408930361,0.00435740000102669
250,QMI-CFS,41,0.6153846153846154,0.15773141904787957,2.4364979999954812
250,MI,41,0.4000000000000001,0.7662686521538076,0.05613649997394532
250,CMI,41,0.6,0.6046585986714526,0.04871679999632761
250,LASSO,41,0.5,0.15356898608278335,0.2559787000063807
250,Boruta,41,0.9090909090909091,0.12164907798262958,14.409031499992125
250,RF,41,0.5714285714285715,0.9037679712140045,1.1307902000262402
250,All-Features,41,0.5,0.15356898608278335,0.00608360004844144
250,QMI-CFS,42,0.7272727272727272,0.0726510140026293,2.448668999946676
250,MI,42,0.8000000000000002,0.14516152452112552,0.0514545000041835
250,CMI,42,0.8000000000000002,0.010855155289414942,0.03445279999868944
250,LASSO,42,0.5,0.09630203927838332,0.2558865000028163
250,Boruta,42,0.7499999999999999,0.006402840723627179,23.332838600035757
250,RF,42,0.5714285714285715,0.283403464676351,1.057134100003168
250,All-Features,42,0.5,0.09630203927838332,0.0032823000219650567
250,QMI-CFS,43,0.4615384615384615,0.5578446721872368,2.4257982000126503
250,MI,43,0.4000000000000001,0.7369702359956993,0.060518099984619766
250,CMI,43,0.4000000000000001,0.7534376883176281,0.039002199948299676
250,LASSO,43,0.5,0.07395362803966377,0.24353550001978874
250,Boruta,43,0.6666666666666665,0.36388290724541994,18.57509649998974
250,RF,43,0.5714285714285715,0.7104594972665703,1.1247178000048734
250,All-Features,43,0.5,0.07395362803966377,0.005732300051022321
250,QMI-CFS,44,0.6153846153846154,0.2445815920602019,2.4337582000298426
250,MI,44,0.6,0.5954809560423779,0.052147399983368814
250,CMI,44,0.4000000000000001,1.0051710177072795,0.04331220005406067
250,LASSO,44,0.5,0.016570599915911366,0.27235580002889037
250,Boruta,44,0.888888888888889,0.3882436838387697,17.657713400025386
250,RF,44,0.5714285714285715,0.7855604390373427,1.1109399999841116
250,All-Features,44,0.5,0.016570599915911366,0.005662099982146174
250,QMI-CFS,45,0.8333333333333333,0.05265815971864263,2.411791099992115
250,MI,45,0.4000000000000001,1.0458617008089823,0.061537700006738305
250,CMI,45,1.0,0.06574846443337856,0.03883179998956621
250,LASSO,45,0.5263157894736842,0.06034273532506185,0.2586382000008598
250,Boruta,45,0.8000000000000002,0.12275907312617607,22.307909599971026
250,RF,45,0.5714285714285715,0.8891973180113824,1.1383484000107273
250,All-Features,45,0.5,0.048880832096172444,0.006836600019596517
250,QMI-CFS,46,0.6666666666666666,0.007685694704354429,2.4082456000032835
250,MI,46,0.6,0.5316667897237557,0.0512427999638021
250,CMI,46,0.4000000000000001,0.9278985955760017,0.0422081999713555
250,LASSO,46,0.5,0.07107390101119515,0.2485585999675095
250,Boruta,46,0.888888888888889,0.019130914781128272,22.75388999999268
250,RF,46,0.5714285714285715,0.6843528738283648,1.1098953000037
250,All-Features,46,0.5,0.07107390101119515,0.0033234000438824296
250,QMI-CFS,47,0.9090909090909091,0.14412362597216144,2.4947640000027604
250,MI,47,0.6,0.5360122971520145,0.062005999963730574
250,CMI,47,0.8000000000000002,0.08174097613047415,0.038707699975930154
250,LASSO,47,0.5,0.039121105804462264,0.281704000022728
250,Boruta,47,1.0,0.16832053897820143,17.90552959998604
250,RF,47,0.5714285714285715,0.7396765219432533,1.1208939999924041
250,All-Features,47,0.5,0.039121105804462264,0.005860999983269721
250,QMI-CFS,48,0.5454545454545454,0.5512957145594775,2.412676099978853
250,MI,48,0.6,0.4512739922424309,0.06568810000317171
250,CMI,48,0.8000000000000002,0.2385504545507766,0.04234559996984899
250,LASSO,48,0.5263157894736842,0.1822082855156255,0.2769452999928035
250,Boruta,48,0.7499999999999999,0.32795708729439754,14.638708900019992
250,RF,48,0.5714285714285715,0.6422970359293005,1.0587018000078388
250,All-Features,48,0.5,0.17493605183239858,0.0039913999498821795
250,QMI-CFS,49,0.6153846153846154,0.6076187542579601,2.400615499995183
250,MI,49,0.6,0.8597745657767399,0.052803599974140525
250,CMI,49,0.6,1.0640744515346552,0.03627589996904135
250,LASSO,49,0.5,0.1810628327188053,0.26210859999991953
250,Boruta,49,1.0,0.24028371630587975,23.155683999997564
250,RF,49,0.5714285714285715,1.101766205834506,1.1171202000114135
250,All-Features,49,0.5,0.1810628327188053,0.004959599988069385
500,QMI-CFS,0,0.7692307692307693,0.14356803756150027,2.646393299975898
500,MI,0,0.6,0.6407959054575127,0.08589479996589944
500,CMI,0,0.6,0.5893707969450017,0.05422689998522401
500,LASSO,0,0.5263157894736842,0.17475402160243125,0.3402883000089787
500,Boruta,0,1.0,0.1292017189139787,6.837135599984322
500,RF,0,0.5714285714285715,0.8502968203702794,1.167749600019306
500,All-Features,0,0.5,0.1774911984300347,0.004037000006064773
500,QMI-CFS,1,0.5454545454545454,0.43341899668469974,2.6138128000311553
500,MI,1,0.6,0.328598162746486,0.09467859996948391
500,CMI,1,0.6,0.49784962000289745,0.04797580000013113
500,LASSO,1,0.5,0.01648622112343956,0.3395596999907866
500,Boruta,1,0.888888888888889,0.14360697737141104,20.636724100040738
500,RF,1,0.5714285714285715,0.7157104094590907,1.1490529999719001
500,All-Features,1,0.5,0.01648622112343956,0.005896500020753592
500,QMI-CFS,2,0.7692307692307693,0.28655327853439827,2.61857809999492
500,MI,2,0.6,1.0400788378515236,0.08667819999391213
500,CMI,2,0.8000000000000002,0.7042822469607919,0.058999700006097555
500,LASSO,2,0.5,0.28990017836022597,0.3561254000524059
500,Boruta,2,1.0,0.36598969487947297,25.5963946999982
500,RF,2,0.5714285714285715,1.2547784479021282,1.228184700012207
500,All-Features,2,0.5,0.28990017836022597,0.003720899985637516
500,QMI-CFS,3,0.7142857142857143,0.20272695395968165,2.631421500002034
500,MI,3,0.8000000000000002,0.35936895900984167,0.07795240002451465
500,CMI,3,0.6,0.66502971340697,0.052741500025149435
500,LASSO,3,0.5555555555555556,0.09478642287325778,0.34486389998346567
500,Boruta,3,1.0,0.01877729560946806,23.99006989999907
500,RF,3,0.5714285714285715,0.9947766278279615,1.3085615999880247
500,All-Features,3,0.5,0.10768062265719935,0.005875899980310351
500,QMI-CFS,4,0.9090909090909091,0.029967438832968707,2.628216799988877
500,MI,4,0.8000000000000002,0.3605977774538518,0.07904759998200461
500,CMI,4,0.6,0.5890760094990948,0.056064600008539855
500,LASSO,4,0.5,0.03844801372227158,0.35328039998421445
500,Boruta,4,1.0,0.044426248374238586,25.35650509997504
500,RF,4,0.5714285714285715,0.7999712393451226,1.151461500034202
500,All-Features,4,0.5,0.03844801372227158,0.0031618999782949686
500,QMI-CFS,5,0.9090909090909091,0.3188214304658419,2.654357200022787
500,MI,5,0.6,0.5604159183051296,0.08661050000227988
500,CMI,5,0.8000000000000002,0.03216497131839757,0.05249489995185286
500,LASSO,5,0.5263157894736842,0.11941513415012417,0.341137700015679
500,Boruta,5,1.0,0.3458741352982069,25.58905720000621
500,RF,5,0.5714285714285715,0.8200089642231552,1.2168703000061214
500,All-Features,5,0.5,0.11969440174089652,0.00664939999114722
500,QMI-CFS,6,0.7692307692307693,0.09554541804829775,2.631448900036048
500,MI,6,0.20000000000000004,1.450835980766779,0.07495159999234602
500,CMI,6,0.8000000000000002,0.20816644501300585,0.05128129996592179
500,LASSO,6,0.5,0.10199466478951136,0.3617668999941088
500,Boruta,6,0.9090909090909091,0.09696650602370793,15.416865700040944
500,RF,6,0.5714285714285715,0.7931995847384226,1.1738392999977805
500,All-Features,6,0.5,0.10199466478951136,0.005767199967522174
500,QMI-CFS,7,0.4000000000000001,0.813346369192375,2.619402199983597
500,MI,7,0.6,0.4723786864010746,0.07434649998322129
500,CMI,7,0.8000000000000002,0.2467777360606198,0.05005570000503212
500,LASSO,7,0.5,0.12324782192199302,0.34211269998922944
500,Boruta,7,1.0,0.01934052507030337,15.91566540003987
500,RF,7,0.5714285714285715,0.7507150533723261,1.1533406000235118
500,All-Features,7,0.5,0.12324782192199302,0.003182100015692413
500,QMI-CFS,8,0.9090909090909091,0.22103125145627978,2.624813499976881
500,MI,8,0.8000000000000002,0.5645965658144276,0.07518480002181605
500,CMI,8,0.4000000000000001,1.16194616100019,0.05787550000241026
500,LASSO,8,0.5,0.12150043173652447,0.35261459997855127
500,Boruta,8,0.9090909090909091,0.22103125145627978,25.465426500013564
500,RF,8,0.5714285714285715,1.109744356886214,1.1630423999740742
500,All-Features,8,0.5,0.12150043173652447,0.005607299972325563
500,QMI-CFS,9,0.8333333333333333,0.022177070783473862,2.633307699987199
500,MI,9,0.6,0.7307581220470363,0.08667460002470762
500,CMI,9,0.8000000000000002,0.36894209135980427,0.05375399999320507
500,LASSO,9,0.5,0.013871815585904557,0.34011350001674145
500,Boruta,9,0.9090909090909091,0.05155072909810188,27.515305100008845
500,RF,9,0.5714285714285715,0.974985485729599,1.2012802999815904
500,All-Features,9,0.5,0.013871815585904557,0.003756999969482422
500,QMI-CFS,10,0.6666666666666666,0.19343958551616858,2.622096099948976
500,MI,10,0.6,0.7577675656362124,0.07890729996142909
500,CMI,10,0.8000000000000002,0.2717356701204139,0.0616749000037089
500,LASSO,10,0.5,0.11547864220606052,0.33444939996115863
500,Boruta,10,0.9090909090909091,0.05356724240034483,14.863990999991074
500,RF,10,0.5714285714285715,0.8538652478628266,1.2670887000276707
500,All-Features,10,0.5,0.11547864220606052,0.0032396999886259437
500,QMI-CFS,11,0.7692307692307693,0.14725834415942107,2.626556100032758
500,MI,11,0.8000000000000002,0.26932491646737056,0.07426839997060597
500,CMI,11,0.8000000000000002,0.34474223178633645,0.05236699996748939
500,LASSO,11,0.5263157894736842,0.037182649341143126,0.3616110000293702
500,Boruta,11,0.9090909090909091,0.1503223851285016,25.82464369997615
500,RF,11,0.5714285714285715,0.6592497507045656,1.1568575000273995
500,All-Features,11,0.5,0.03891413042855829,0.00432319997344166
500,QMI-CFS,12,0.7272727272727272,0.27654843810521035,2.6628426000243053
500,MI,12,0.6,0.6983780790662268,0.08228390000294894
500,CMI,12,0.8000000000000002,0.40313075916009167,0.05441079998854548
500,LASSO,12,0.5,0.07180101612753509,0.3526589999673888
500,Boruta,12,1.0,0.05127852681404699,25.043817599944305
500,RF,12,0.5714285714285715,0.8556434997576727,1.2039772000280209
500,All-Features,12,0.5,0.07180101612753509,0.005355599976610392
500,QMI-CFS,13,0.9090909090909091,0.07296947035938328,2.6566477000014856
500,MI,13,0.6,0.6155871284864789,0.08047410001745448
500,CMI,13,0.8000000000000002,0.3359827394927124,0.05960540001979098
500,LASSO,13,0.5263157894736842,0.050966117179493065,0.35422390000894666
500,Boruta,13,1.0,0.0751503223213601,14.760314999963157
500,RF,13,0.5714285714285715,0.941901309159447,1.1759858999866992
500,All-Features,13,0.5,0.05396914511155604,0.006394899974111468
500,QMI-CFS,14,0.8333333333333333,0.05693504671980598,2.6352177999797277
500,MI,14,0.8000000000000002,0.47014124827396664,0.0928078000433743
500,CMI,14,0.8000000000000002,0.39499611663041767,0.06800339999608696
500,LASSO,14,0.5,0.05160484571663515,0.32814400002826005
500,Boruta,14,1.0,0.09656779341822919,25.556999000022188
500,RF,14,0.5714285714285715,1.0114827899788543,1.2046736999764107
500,All-Features,14,0.5,0.05160484571663515,0.005232400028035045
500,QMI-CFS,15,0.7272727272727272,0.20945661581463426,2.6371035000192933
500,MI,15,0.6,0.6420837890261195,0.07855860004201531
500,CMI,15,0.6,0.5114547313028144,0.05943630001274869
500,LASSO,15,0.5,0.027427827243323488,0.33431730000302196
500,Boruta,15,0.888888888888889,0.18301135528961998,24.291604899975937
500,RF,15,0.5714285714285715,0.7249532424488909,1.137618199980352
500,All-Features,15,0.5,0.027427827243323488,0.005221300001721829
500,QMI-CFS,16,0.7692307692307693,0.33114102734336237,2.641216700023506
500,MI,16,0.4000000000000001,1.1725445857914938,0.08922359999269247
500,CMI,16,0.4000000000000001,1.0430391522213984,0.060122599999886006
500,LASSO,16,0.5,0.2591282649870017,0.33452809997834265
500,Boruta,16,1.0,0.15422301679629902,19.76598590001231
500,RF,16,0.5714285714285715,1.0526430718833089,1.1347223999910057
500,All-Features,16,0.5,0.2591282649870017,0.004290200013201684
500,QMI-CFS,17,0.7692307692307693,0.08596245474983388,2.629430799977854
500,MI,17,0.8000000000000002,0.3709508189800945,0.07514269999228418
500,CMI,17,0.6,0.7343595434702741,0.06161239999346435
500,LASSO,17,0.5263157894736842,0.12283005275058456,0.3495621000183746
500,Boruta,17,0.9090909090909091,0.11311526940877714,20.426592500007246
500,RF,17,0.5714285714285715,0.9238084200869818,1.1555627000052482
500,All-Features,17,0.5,0.12695996477513338,0.005647399986628443
500,QMI-CFS,18,0.9090909090909091,0.07274279969175756,2.638311199960299
500,MI,18,0.6,0.7180807874116981,0.07908590004080907
500,CMI,18,0.8000000000000002,0.42887274846950074,0.05110040004365146
500,LASSO,18,0.5,0.02752204335999897,0.3507942000287585
500,Boruta,18,1.0,0.049074478613793104,22.401213100005407
500,RF,18,0.5714285714285715,0.9714102636453892,1.208828100003302
500,All-Features,18,0.5,0.02752204335999897,0.006550899997819215
500,QMI-CFS,19,0.7692307692307693,0.19988226033832612,2.61028120003175
500,MI,19,0.20000000000000004,1.3633229380911747,0.08463090000441298
