dataset,method,seed,f1,precision,recall,specificity,ate_error,n_selected,true_ate
IHDP-A,HSIC-Lasso,24,1.0,1.0,1.0,1.0,0.026449748249943283,3,4.0
IHDP-A,QMI-CFS,25,0.6,0.42857142857142855,1.0,0.8181818181818182,0.018488623016652994,7,4.0
IHDP-A,MI,25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9545454545454546,0.04456932685663695,3,4.0
IHDP-A,CMI,25,1.0,1.0,1.0,1.0,0.006120120887911362,3,4.0
IHDP-A,LASSO,25,0.6666666666666666,0.5,1.0,0.8636363636363636,0.018758597579099145,6,4.0
IHDP-A,Boruta,25,0.6666666666666666,0.5,1.0,0.8636363636363636,0.0008811210726618057,6,4.0
IHDP-A,RF,25,1.0,1.0,1.0,1.0,0.006120120887911362,3,4.0
IHDP-A,All-Features,25,0.21428571428571425,0.12,1.0,0.0,0.029959209591887692,25,4.0
IHDP-A,HSIC-Med,25,1.0,1.0,1.0,1.0,0.006120120887911362,3,4.0
IHDP-A,HSIC-CV,25,1.0,1.0,1.0,1.0,0.006120120887911362,3,4.0
IHDP-A,HSIC-Lasso,25,1.0,1.0,1.0,1.0,0.006120120887911362,3,4.0
IHDP-A,QMI-CFS,26,0.5,0.3333333333333333,1.0,0.7272727272727273,0.07478237443154967,9,4.0
IHDP-A,MI,26,1.0,1.0,1.0,1.0,0.08916577063695197,3,4.0
IHDP-A,CMI,26,1.0,1.0,1.0,1.0,0.08916577063695197,3,4.0
IHDP-A,LASSO,26,0.375,0.23076923076923078,1.0,0.5454545454545454,0.06735336867062269,13,4.0
IHDP-A,Boruta,26,0.6666666666666666,0.5,1.0,0.8636363636363636,0.09360303112823143,6,4.0
IHDP-A,RF,26,1.0,1.0,1.0,1.0,0.08916577063695197,3,4.0
IHDP-A,All-Features,26,0.21428571428571425,0.12,1.0,0.0,0.06878186855157864,25,4.0
IHDP-A,HSIC-Med,26,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9090909090909091,0.31619579400864595,3,4.0
IHDP-A,HSIC-CV,26,1.0,1.0,1.0,1.0,0.08916577063695197,3,4.0
IHDP-A,HSIC-Lasso,26,1.0,1.0,1.0,1.0,0.08916577063695197,3,4.0
IHDP-A,QMI-CFS,27,0.42857142857142855,0.2727272727272727,1.0,0.6363636363636364,0.005253842939314524,11,4.0
IHDP-A,MI,27,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9090909090909091,0.09229559232554152,3,4.0
IHDP-A,CMI,27,1.0,1.0,1.0,1.0,0.012518203587846166,3,4.0
IHDP-A,LASSO,27,0.6666666666666666,0.5,1.0,0.8636363636363636,0.005333556788757576,6,4.0
IHDP-A,Boruta,27,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.8181818181818182,0.17879089697369377,6,4.0
IHDP-A,RF,27,1.0,1.0,1.0,1.0,0.012518203587846166,3,4.0
IHDP-A,All-Features,27,0.21428571428571425,0.12,1.0,0.0,0.014703511387553547,25,4.0
IHDP-A,HSIC-Med,27,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9545454545454546,0.14575236640290257,3,4.0
IHDP-A,HSIC-CV,27,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9545454545454546,0.17443980182304397,3,4.0
IHDP-A,HSIC-Lasso,27,1.0,1.0,1.0,1.0,0.012518203587846166,3,4.0
IHDP-A,QMI-CFS,28,0.5,0.3333333333333333,1.0,0.7272727272727273,0.01709790286554025,9,4.0
IHDP-A,MI,28,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9090909090909091,0.21441766583589938,3,4.0
IHDP-A,CMI,28,1.0,1.0,1.0,1.0,0.038777098370603724,3,4.0
IHDP-A,LASSO,28,0.3,0.17647058823529413,1.0,0.36363636363636365,0.01314057923764178,17,4.0
IHDP-A,Boruta,28,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.8181818181818182,0.26726334624443115,6,4.0
IHDP-A,RF,28,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9545454545454546,0.05426382274138186,3,4.0
IHDP-A,All-Features,28,0.21428571428571425,0.12,1.0,0.0,0.009194876097321725,25,4.0
IHDP-A,HSIC-Med,28,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9545454545454546,0.26161248775085877,3,4.0
IHDP-A,HSIC-CV,28,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9545454545454546,0.2659781747259977,3,4.0
IHDP-A,HSIC-Lasso,28,1.0,1.0,1.0,1.0,0.038777098370603724,3,4.0
IHDP-A,QMI-CFS,29,0.5,0.3333333333333333,1.0,0.7272727272727273,0.035794622143125565,9,4.0
IHDP-A,MI,29,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9090909090909091,0.4599650570078446,3,4.0
IHDP-A,CMI,29,1.0,1.0,1.0,1.0,0.026257403141290325,3,4.0
IHDP-A,LASSO,29,0.6666666666666666,0.5,1.0,0.8636363636363636,0.030495739837135716,6,4.0
IHDP-A,Boruta,29,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.7727272727272727,0.4568003806681413,6,4.0
IHDP-A,RF,29,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9545454545454546,0.007350678998889748,3,4.0
IHDP-A,All-Features,29,0.21428571428571425,0.12,1.0,0.0,0.03232758427293092,25,4.0
IHDP-A,HSIC-Med,29,1.0,1.0,1.0,1.0,0.026257403141290325,3,4.0
IHDP-A,HSIC-CV,29,1.0,1.0,1.0,1.0,0.026257403141290325,3,4.0
IHDP-A,HSIC-Lasso,29,1.0,1.0,1.0,1.0,0.026257403141290325,3,4.0
